Year,Transect_no,Control,Date,Birds_present,Part_of_transect,Dostance_cat,No_singing_males
2019,TBB10,3,26/05/2019,yes,2,3,3
2019,TBB10,3,26/05/2019,yes,3,3,2
2019,TBB10,3,26/05/2019,yes,4,2,2
2019,TBB10,3,26/05/2019,yes,4,3,2
2019,TBB10,3,26/05/2019,yes,5,2,4
2019,TBB10,3,26/05/2019,yes,5,3,1
2019,TBB11,1,27/05/2019,yes,1,2,1
2019,TBB11,1,27/05/2019,yes,2,1,1
2019,TBB11,1,27/05/2019,yes,2,2,1
2019,TBB11,1,27/05/2019,yes,3,1,1
2019,TBB11,1,27/05/2019,yes,4,1,1
2019,TBB11,1,27/05/2019,yes,4,2,1
2019,TBB11,1,27/05/2019,no,5,,0
2019,TBB11,2,29/05/2019,yes,1,1,1
2019,TBB11,2,29/05/2019,yes,1,3,1
2019,TBB11,2,29/05/2019,no,2,,0
2019,TBB11,2,29/05/2019,yes,3,2,1
2019,TBB11,2,29/05/2019,yes,4,1,2
2019,TBB11,2,29/05/2019,yes,4,2,1
2019,TBB11,2,29/05/2019,no,5,,0
2019,TBB11,3,31/05/2019,yes,1,1,1
2019,TBB11,3,31/05/2019,yes,2,1,1
2019,TBB11,3,31/05/2019,yes,2,2,1
2019,TBB11,3,31/05/2019,yes,2,3,2
2019,TBB11,3,31/05/2019,yes,3,2,1
2019,TBB11,3,31/05/2019,yes,3,3,2
2019,TBB11,3,31/05/2019,yes,4,1,1
2019,TBB11,3,31/05/2019,yes,4,2,1
2019,TBB11,3,31/05/2019,yes,5,2,1
2019,TBB11,3,31/05/2019,yes,5,3,1
2019,TBB12,1,21/05/2019,yes,1,2,2
2019,TBB12,1,21/05/2019,yes,1,3,3
2019,TBB12,1,21/05/2019,yes,2,1,1
2019,TBB12,1,21/05/2019,yes,2,2,2
2019,TBB12,1,21/05/2019,yes,2,3,3
2019,TBB12,1,21/05/2019,yes,3,1,1
2019,TBB12,1,21/05/2019,yes,3,2,1
2019,TBB12,1,21/05/2019,yes,3,3,2
2019,TBB12,1,21/05/2019,yes,4,1,1
2019,TBB12,1,21/05/2019,yes,4,2,1
2019,TBB12,1,21/05/2019,yes,4,3,2
2019,TBB12,1,21/05/2019,no,5,,0
2019,TBB12,2,25/05/2019,yes,1,2,1
2019,TBB12,2,25/05/2019,yes,1,3,2
2019,TBB12,2,25/05/2019,yes,2,1,1
2019,TBB12,2,25/05/2019,yes,2,2,4
2019,TBB12,2,25/05/2019,yes,3,1,2
2019,TBB12,2,25/05/2019,yes,3,2,2
2019,TBB12,2,25/05/2019,yes,3,3,2
2019,TBB12,2,25/05/2019,yes,4,1,1
2019,TBB12,2,25/05/2019,yes,4,3,1
2019,TBB12,2,25/05/2019,no,5,,0
2019,TBB12,3,26/05/2019,yes,1,1,1
2019,TBB12,3,26/05/2019,yes,1,2,2
2019,TBB12,3,26/05/2019,yes,2,3,1
2019,TBB12,3,26/05/2019,yes,2,2,3
2019,TBB12,3,26/05/2019,yes,2,3,2
2019,TBB12,3,26/05/2019,yes,3,2,2
2019,TBB12,3,26/05/2019,yes,3,3,3
2019,TBB12,3,26/05/2019,yes,4,1,1
2019,TBB12,3,26/05/2019,yes,4,2,2
2019,TBB12,3,26/05/2019,yes,4,3,2
2019,TBB12,3,26/05/2019,no,5,,0
2019,TBB13,1,24/05/2019,yes,1,1,1
2019,TBB13,1,24/05/2019,yes,1,3,1
2019,TBB13,1,24/05/2019,yes,2,2,1
2019,TBB13,1,24/05/2019,yes,3,2,1
2019,TBB13,1,24/05/2019,yes,3,3,1
2019,TBB13,1,24/05/2019,yes,4,2,2
2019,TBB13,1,24/05/2019,yes,5,2,1
2019,TBB13,2,26/05/2019,no,1,,0
2019,TBB13,2,26/05/2019,yes,2,1,1
2019,TBB13,2,26/05/2019,yes,2,2,1
2019,TBB13,2,26/05/2019,yes,2,3,1
2019,TBB13,2,26/05/2019,yes,3,1,1
2019,TBB13,2,26/05/2019,yes,4,2,1
2019,TBB13,2,26/05/2019,yes,4,3,2
2019,TBB13,2,26/05/2019,no,5,,0
2019,TBB13,3,29/05/2019,yes,1,1,1
2019,TBB13,3,29/05/2019,yes,1,3,1
2019,TBB13,3,29/05/2019,no,2,,0
2019,TBB13,3,29/05/2019,yes,3,1,2
2019,TBB13,3,29/05/2019,yes,4,2,1
2019,TBB13,3,29/05/2019,yes,5,2,2
2019,TBB14,1,24/05/2019,yes,1,2,3
2019,TBB14,1,24/05/2019,yes,1,3,1
2019,TBB14,1,24/05/2019,yes,2,2,1
2019,TBB14,1,24/05/2019,yes,2,3,1
2019,TBB14,1,24/05/2019,yes,3,2,2
2019,TBB14,1,24/05/2019,yes,4,1,1
2019,TBB14,1,24/05/2019,yes,5,1,2
2019,TBB14,1,24/05/2019,yes,5,3,3
2019,TBB14,2,26/05/2019,yes,1,1,1
2019,TBB14,2,26/05/2019,yes,1,3,3
2019,TBB14,2,26/05/2019,yes,2,1,1
2019,TBB14,2,26/05/2019,yes,2,2,2
2019,TBB14,2,26/05/2019,yes,2,3,3
2019,TBB14,2,26/05/2019,yes,3,2,2
2019,TBB14,2,26/05/2019,yes,3,3,1
2019,TBB14,2,26/05/2019,yes,4,2,1
2019,TBB14,2,26/05/2019,yes,4,3,4
2019,TBB14,2,26/05/2019,yes,5,2,3
2019,TBB14,2,26/05/2019,yes,5,3,1
2019,TBB14,3,27/05/2019,yes,1,2,2
2019,TBB14,3,27/05/2019,yes,1,3,3
2019,TBB14,3,27/05/2019,yes,2,1,1
2019,TBB14,3,27/05/2019,yes,2,2,2
2019,TBB14,3,27/05/2019,yes,2,3,4
2019,TBB14,3,27/05/2019,yes,3,2,3
2019,TBB14,3,27/05/2019,yes,3,3,4
2019,TBB14,3,27/05/2019,yes,4,2,2
2019,TBB14,3,27/05/2019,yes,4,3,4
2019,TBB14,3,27/05/2019,yes,5,2,2
2019,TBB14,3,27/05/2019,yes,5,3,2
2019,TBB15,1,30/05/2019,yes,1,1,1
2019,TBB15,1,30/05/2019,yes,1,2,2
2019,TBB15,1,30/05/2019,yes,2,3,2
2019,TBB15,1,30/05/2019,yes,3,1,1
2019,TBB15,1,30/05/2019,yes,3,2,2
2019,TBB15,1,30/05/2019,yes,4,2,1
2019,TBB15,1,30/05/2019,no,5,,0
2019,TBB15,2,1/06/2019,no,1,,0
2019,TBB15,2,1/06/2019,yes,2,1,1
2019,TBB15,2,1/06/2019,yes,2,2,1
2019,TBB15,2,1/06/2019,no,3,,0
2019,TBB15,2,1/06/2019,yes,4,2,1
2019,TBB15,2,1/06/2019,yes,4,3,2
2019,TBB15,2,1/06/2019,yes,5,1,1
2019,TBB15,2,1/06/2019,yes,5,2,1
2019,TBB15,2,1/06/2019,yes,5,3,1
2019,TBB15,3,2/06/2019,no,1,,0
2019,TBB15,3,2/06/2019,yes,2,1,1
2019,TBB15,3,2/06/2019,yes,2,2,1
2019,TBB15,3,2/06/2019,yes,3,2,2
2019,TBB15,3,2/06/2019,yes,3,3,1
2019,TBB15,3,2/06/2019,yes,4,2,1
2019,TBB15,3,2/06/2019,yes,4,3,1
2019,TBB15,3,2/06/2019,yes,5,2,3
2019,TBB15,3,2/06/2019,yes,5,3,1
2019,TBB16,1,22/05/2019,yes,1,3,3
2019,TBB16,1,22/05/2019,yes,2,3,1
2019,TBB16,1,22/05/2019,yes,3,2,1
2019,TBB16,1,22/05/2019,yes,3,3,2
2019,TBB16,1,22/05/2019,yes,4,1,1
2019,TBB16,1,22/05/2019,yes,4,2,1
2019,TBB16,1,22/05/2019,yes,4,3,1
2019,TBB16,1,22/05/2019,yes,5,1,1
2019,TBB16,1,22/05/2019,yes,5,2,1
2019,TBB16,2,24/05/2019,yes,1,2,2
2019,TBB16,2,24/05/2019,yes,2,3,2
2019,TBB16,2,24/05/2019,yes,3,3,1
2019,TBB16,2,24/05/2019,yes,4,2,2
2019,TBB16,2,24/05/2019,yes,4,3,1
2019,TBB16,2,24/05/2019,yes,5,2,2
2019,TBB16,3,27/05/2019,yes,1,2,2
2019,TBB16,3,27/05/2019,yes,1,3,3
2019,TBB16,3,27/05/2019,yes,2,3,3
2019,TBB16,3,27/05/2019,yes,3,2,1
2019,TBB16,3,27/05/2019,yes,3,2,2
2019,TBB16,3,27/05/2019,yes,4,2,2
2019,TBB16,3,27/05/2019,yes,4,3,2
2019,TBB16,3,27/05/2019,yes,5,2,1
2019,TBB16,3,27/05/2019,yes,5,3,2
2019,TBB17,1,27/05/2019,no,1,,0
2019,TBB17,1,27/05/2019,no,2,,0
2019,TBB17,1,27/05/2019,yes,3,3,1
2019,TBB17,1,27/05/2019,no,4,,0
2019,TBB17,1,27/05/2019,yes,5,2,1
2019,TBB17,2,29/05/2019,no,1,,0
2019,TBB17,2,29/05/2019,yes,2,3,1
2019,TBB17,2,29/05/2019,yes,3,3,1
2019,TBB17,2,29/05/2019,no,4,,0
2019,TBB17,2,29/05/2019,yes,5,1,1
2019,TBB17,3,31/05/2019,no,1,,0
2019,TBB17,3,31/05/2019,no,2,,0
2019,TBB17,3,31/05/2019,yes,3,3,1
2019,TBB17,3,31/05/2019,yes,4,3,1
2019,TBB17,3,31/05/2019,yes,5,2,1
2019,TBB17,3,31/05/2019,yes,5,3,1
2019,TBB18,1,29/05/2019,yes,1,3,2
2019,TBB18,1,29/05/2019,yes,2,1,2
2019,TBB18,1,29/05/2019,yes,2,2,2
2019,TBB18,1,29/05/2019,yes,2,3,1
2019,TBB18,1,29/05/2019,yes,3,2,2
2019,TBB18,1,29/05/2019,yes,3,3,1
2019,TBB18,1,29/05/2019,yes,4,2,2
2019,TBB18,1,29/05/2019,yes,5,1,1
2019,TBB18,1,29/05/2019,yes,5,2,3
2019,TBB18,1,29/05/2019,yes,5,3,1
2019,TBB18,2,30/05/2019,yes,1,3,1
2019,TBB18,2,30/05/2019,yes,2,1,1
2019,TBB18,2,30/05/2019,yes,2,2,2
2019,TBB18,2,30/05/2019,yes,3,3,2
2019,TBB18,2,30/05/2019,yes,4,2,1
2019,TBB18,2,30/05/2019,yes,4,3,2
2019,TBB18,2,30/05/2019,yes,5,1,1
2019,TBB18,2,30/05/2019,yes,5,2,1
2019,TBB18,2,30/05/2019,yes,5,3,3
2019,TBB18,3,3/06/2019,yes,1,3,1
2019,TBB18,3,3/06/2019,yes,2,1,1
2019,TBB18,3,3/06/2019,yes,2,2,3
2019,TBB18,3,3/06/2019,yes,2,3,1
2019,TBB18,3,3/06/2019,yes,3,2,1
2019,TBB18,3,3/06/2019,yes,3,3,1
2019,TBB18,3,3/06/2019,yes,4,1,1
2019,TBB18,3,3/06/2019,yes,4,2,1
2019,TBB18,3,3/06/2019,yes,4,3,1
2019,TBB18,3,3/06/2019,yes,5,1,1
2019,TBB18,3,3/06/2019,yes,5,2,2
2019,TBB18,3,3/06/2019,yes,5,3,3
2019,TBB19,1,2/06/2019,yes,1,2,2
2019,TBB19,1,2/06/2019,yes,2,2,1
2019,TBB19,1,2/06/2019,yes,3,1,1
2019,TBB19,1,2/06/2019,yes,3,2,1
2019,TBB19,1,2/06/2019,yes,3,3,1
2019,TBB19,1,2/06/2019,yes,4,2,1
2019,TBB19,1,2/06/2019,yes,4,3,1
2019,TBB19,1,2/06/2019,yes,5,1,1
2019,TBB19,1,2/06/2019,yes,5,2,1
2019,TBB19,2,4/06/2019,yes,1,2,1
2019,TBB19,2,4/06/2019,yes,2,2,2
2019,TBB19,2,4/06/2019,yes,3,2,1
2019,TBB19,2,4/06/2019,yes,4,2,1
2019,TBB19,2,4/06/2019,yes,4,3,2
2019,TBB19,2,4/06/2019,yes,5,2,1
2019,TBB19,2,4/06/2019,yes,5,3,1
2019,TBB19,3,6/06/2019,yes,1,2,1
2019,TBB19,3,6/06/2019,yes,1,3,1
2019,TBB19,3,6/06/2019,yes,2,2,1
2019,TBB19,3,6/06/2019,yes,2,3,1
2019,TBB19,3,6/06/2019,yes,3,2,1
2019,TBB19,3,6/06/2019,yes,4,2,1
2019,TBB19,3,6/06/2019,yes,4,3,2
2019,TBB19,3,6/06/2019,yes,5,1,2
2019,TBB20,1,23/05/2019,yes,1,2,1
2019,TBB20,1,23/05/2019,yes,1,3,1
2019,TBB20,1,23/05/2019,no,2,,0
2019,TBB20,1,23/05/2019,yes,3,1,1
2019,TBB20,1,23/05/2019,yes,3,2,3
2019,TBB20,1,23/05/2019,yes,3,3,1
2019,TBB20,1,23/05/2019,yes,4,1,1
2019,TBB20,1,23/05/2019,yes,4,2,1
2019,TBB20,1,23/05/2019,yes,5,1,1
2019,TBB20,1,23/05/2019,yes,5,2,1
2019,TBB20,1,23/05/2019,yes,5,3,1
2019,TBB20,2,29/05/2019,yes,1,2,2
2019,TBB20,2,29/05/2019,yes,1,3,2
2019,TBB20,2,29/05/2019,yes,2,2,2
2019,TBB20,2,29/05/2019,yes,2,3,2
2019,TBB20,2,29/05/2019,yes,3,1,1
2019,TBB20,2,29/05/2019,yes,3,2,4
2019,TBB20,2,29/05/2019,yes,3,2,2
2019,TBB20,2,29/05/2019,yes,4,2,1
2019,TBB20,2,29/05/2019,yes,4,3,2
2019,TBB20,2,29/05/2019,yes,5,2,3
2019,TBB20,2,29/05/2019,yes,5,3,2
2019,TBB20,3,30/05/2019,yes,1,2,3
2019,TBB20,3,30/05/2019,yes,1,3,3
2019,TBB20,3,30/05/2019,yes,2,1,2
2019,TBB20,3,30/05/2019,yes,2,2,1
2019,TBB20,3,30/05/2019,yes,2,3,1
2019,TBB20,3,30/05/2019,yes,3,1,1
2019,TBB20,3,30/05/2019,yes,3,2,2
2019,TBB20,3,30/05/2019,yes,3,3,2
2019,TBB20,3,30/05/2019,yes,4,1,1
2019,TBB20,3,30/05/2019,yes,4,2,3
2019,TBB20,3,30/05/2019,yes,4,3,3
2019,TBB20,3,30/05/2019,yes,5,2,2
2019,TBB20,3,30/05/2019,yes,5,3,1
2019,TBB21,1,25/05/2019,yes,1,2,2
2019,TBB21,1,25/05/2019,yes,2,1,1
2019,TBB21,1,25/05/2019,yes,2,2,1
2019,TBB21,1,25/05/2019,yes,2,3,1
2019,TBB21,1,25/05/2019,no,3,,0
2019,TBB21,1,25/05/2019,yes,4,2,1
2019,TBB21,1,25/05/2019,yes,5,1,1
2019,TBB21,1,25/05/2019,yes,5,2,1
2019,TBB21,2,31/05/2019,no,1,,0
2019,TBB21,2,31/05/2019,no,2,,0
2019,TBB21,2,31/05/2019,no,3,,0
2019,TBB21,2,31/05/2019,no,4,,0
2019,TBB21,2,31/05/2019,yes,5,2,2
2019,TBB21,3,1/06/2019,yes,1,2,1
2019,TBB21,3,1/06/2019,yes,1,3,1
2019,TBB21,3,1/06/2019,yes,2,1,1
2019,TBB21,3,1/06/2019,no,3,,0
2019,TBB21,3,1/06/2019,no,4,,0
2019,TBB21,3,1/06/2019,yes,5,2,2
2019,TBB22,1,24/05/2019,yes,1,2,2
2019,TBB22,1,24/05/2019,yes,1,3,3
2019,TBB22,1,24/05/2019,yes,2,2,1
2019,TBB22,1,24/05/2019,yes,2,3,2
2019,TBB22,1,24/05/2019,yes,3,2,3
2019,TBB22,1,24/05/2019,yes,3,3,2
2019,TBB22,1,24/05/2019,yes,4,2,3
2019,TBB22,1,24/05/2019,yes,4,3,1
2019,TBB22,1,24/05/2019,yes,5,1,1
2019,TBB22,1,24/05/2019,yes,5,2,4
2019,TBB22,1,24/05/2019,yes,5,3,1
2019,TBB22,2,28/05/2019,yes,1,1,1
2019,TBB22,2,28/05/2019,yes,1,2,2
2019,TBB22,2,28/05/2019,yes,1,3,4
2019,TBB22,2,28/05/2019,yes,2,1,1
2019,TBB22,2,28/05/2019,yes,2,2,1
2019,TBB22,2,28/05/2019,yes,2,3,1
2019,TBB22,2,28/05/2019,yes,3,2,3
2019,TBB22,2,28/05/2019,yes,3,3,2
2019,TBB22,2,28/05/2019,yes,4,1,1
2019,TBB22,2,28/05/2019,yes,4,2,2
2019,TBB22,2,28/05/2019,yes,4,3,2
2019,TBB22,2,28/05/2019,yes,5,1,1
2019,TBB22,2,28/05/2019,yes,5,3,3
2019,TBB22,2,28/05/2019,yes,5,3,3
2019,TBB22,3,30/05/2019,yes,1,1,1
2019,TBB22,3,30/05/2019,yes,1,2,1
2019,TBB22,3,30/05/2019,yes,1,3,3
2019,TBB22,3,30/05/2019,yes,2,2,2
2019,TBB22,3,30/05/2019,yes,2,3,2
2019,TBB22,3,30/05/2019,yes,3,1,2
2019,TBB22,3,30/05/2019,yes,3,2,1
2019,TBB22,3,30/05/2019,yes,3,3,2
2019,TBB22,3,30/05/2019,yes,4,2,3
2019,TBB22,3,30/05/2019,yes,4,3,2
2019,TBB22,3,30/05/2019,yes,5,1,2
2019,TBB22,3,30/05/2019,yes,5,2,1
2019,TBB22,3,30/05/2019,yes,5,3,4
2019,TBB23,1,21/05/2019,yes,1,3,3
2019,TBB23,1,21/05/2019,yes,2,2,1
2019,TBB23,1,21/05/2019,yes,3,2,1
2019,TBB23,1,21/05/2019,yes,3,3,1
2019,TBB23,1,21/05/2019,yes,4,1,2
2019,TBB23,1,21/05/2019,yes,4,2,1
2019,TBB23,1,21/05/2019,yes,4,3,2
2019,TBB23,1,21/05/2019,yes,5,2,3
2019,TBB23,1,21/05/2019,yes,5,3,4
2019,TBB23,2,30/05/2019,yes,1,2,2
2019,TBB23,2,30/05/2019,yes,1,2,1
2019,TBB23,2,30/05/2019,yes,1,3,3
2019,TBB23,2,30/05/2019,yes,2,2,2
2019,TBB23,2,30/05/2019,yes,2,3,4
2019,TBB23,2,30/05/2019,yes,3,1,1
2019,TBB23,2,30/05/2019,yes,3,2,1
2019,TBB23,2,30/05/2019,yes,3,3,1
2019,TBB23,2,30/05/2019,yes,4,2,1
2019,TBB23,2,30/05/2019,yes,4,3,1
2019,TBB23,2,30/05/2019,yes,5,2,1
2019,TBB23,2,30/05/2019,yes,5,3,2
2019,TBB23,3,2/06/2019,yes,1,3,3
2019,TBB23,3,2/06/2019,yes,2,2,1
2019,TBB23,3,2/06/2019,yes,3,1,1
2019,TBB23,3,2/06/2019,yes,3,2,1
2019,TBB23,3,2/06/2019,yes,3,3,1
2019,TBB23,3,2/06/2019,yes,4,1,1
2019,TBB23,3,2/06/2019,yes,4,2,1
2019,TBB23,3,2/06/2019,yes,4,3,2
2019,TBB23,3,2/06/2019,yes,5,2,2
2019,TBB23,3,2/06/2019,yes,5,3,3
2019,TBB24,1,30/05/2019,yes,1,2,3
2019,TBB24,1,30/05/2019,yes,1,3,4
2019,TBB24,1,30/05/2019,yes,2,2,3
2019,TBB24,1,30/05/2019,yes,2,3,4
2019,TBB24,1,30/05/2019,yes,3,1,2
2019,TBB24,1,30/05/2019,yes,3,2,1
2019,TBB24,1,30/05/2019,yes,3,3,2
2019,TBB24,1,30/05/2019,yes,4,1,1
2019,TBB24,1,30/05/2019,yes,4,2,1
2019,TBB24,1,30/05/2019,yes,4,3,3
2019,TBB24,1,30/05/2019,yes,5,1,1
2019,TBB24,1,30/05/2019,yes,5,2,4
2019,TBB24,1,30/05/2019,yes,5,3,2
2019,TBB24,2,2/06/2019,yes,1,2,4
2019,TBB24,2,2/06/2019,yes,1,3,2
2019,TBB24,2,2/06/2019,yes,2,1,1
2019,TBB24,2,2/06/2019,yes,2,2,2
2019,TBB24,2,2/06/2019,yes,2,3,2
2019,TBB24,2,2/06/2019,yes,3,1,1
2019,TBB24,2,2/06/2019,yes,3,2,2
2019,TBB24,2,2/06/2019,yes,3,3,1
2019,TBB24,2,2/06/2019,yes,4,1,1
2019,TBB24,2,2/06/2019,yes,4,2,2
2019,TBB24,2,2/06/2019,yes,4,3,2
2019,TBB24,2,2/06/2019,yes,5,1,1
2019,TBB24,2,2/06/2019,yes,5,2,3
2019,TBB24,2,2/06/2019,yes,5,3,3
2019,TBB24,3,3/06/2019,yes,1,2,1
2019,TBB24,3,3/06/2019,yes,1,3,3
2019,TBB24,3,3/06/2019,yes,2,1,1
2019,TBB24,3,3/06/2019,yes,2,2,3
2019,TBB24,3,3/06/2019,yes,2,3,3
2019,TBB24,3,3/06/2019,yes,3,2,1
2019,TBB24,3,3/06/2019,yes,3,3,1
2019,TBB24,3,3/06/2019,yes,4,1,1
2019,TBB24,3,3/06/2019,yes,4,2,3
2019,TBB24,3,3/06/2019,yes,4,3,2
2019,TBB24,3,3/06/2019,yes,5,2,2
2019,TBB24,3,3/06/2019,yes,5,3,1
2019,TBB25,1,20/05/2019,yes,1,2,2
2019,TBB25,1,20/05/2019,yes,1,3,1
2019,TBB25,1,20/05/2019,yes,2,2,2
2019,TBB25,1,20/05/2019,yes,2,3,2
2019,TBB25,1,20/05/2019,yes,3,1,1
2019,TBB25,1,20/05/2019,yes,3,2,2
2019,TBB25,1,20/05/2019,yes,3,3,2
2019,TBB25,1,20/05/2019,yes,4,1,1
2019,TBB25,1,20/05/2019,yes,4,2,2
2019,TBB25,1,20/05/2019,yes,4,3,3
2019,TBB25,1,20/05/2019,yes,5,2,2
2019,TBB25,1,20/05/2019,yes,5,3,2
2019,TBB25,2,25/05/2019,yes,1,2,2
2019,TBB25,2,25/05/2019,yes,1,3,2
2019,TBB25,2,25/05/2019,yes,2,1,1
2019,TBB25,2,25/05/2019,yes,2,2,1
2019,TBB25,2,25/05/2019,yes,2,3,1
2019,TBB25,2,25/05/2019,yes,3,1,1
2019,TBB25,2,25/05/2019,yes,3,2,1
2019,TBB25,2,25/05/2019,yes,3,3,3
2019,TBB25,2,25/05/2019,yes,4,3,3
2019,TBB25,2,25/05/2019,yes,5,2,3
2019,TBB25,2,25/05/2019,yes,5,3,2
2019,TBB25,3,26/05/2019,yes,1,1,1
2019,TBB25,3,26/05/2019,yes,1,2,1
2019,TBB25,3,26/05/2019,yes,1,3,1
2019,TBB25,3,26/05/2019,yes,2,3,4
2019,TBB25,3,26/05/2019,yes,3,1,2
2019,TBB25,3,26/05/2019,yes,3,2,1
2019,TBB25,3,26/05/2019,yes,3,3,1
2019,TBB25,3,26/05/2019,yes,4,2,1
2019,TBB25,3,26/05/2019,yes,4,3,1
2019,TBB25,3,26/05/2019,yes,5,1,3
2019,TBB25,3,26/05/2019,yes,5,2,3
2019,TBB25,3,26/05/2019,yes,5,3,1
2019,TBB26,1,8/06/2019,yes,1,1,1
2019,TBB26,1,8/06/2019,yes,1,2,2
2019,TBB26,1,8/06/2019,yes,1,3,2
2019,TBB26,1,8/06/2019,yes,2,1,1
2019,TBB26,1,8/06/2019,yes,2,3,1
2019,TBB26,1,8/06/2019,yes,3,2,1
2019,TBB26,1,8/06/2019,yes,4,2,1
2019,TBB26,1,8/06/2019,yes,4,3,1
2019,TBB26,1,8/06/2019,yes,5,1,2
2019,TBB26,1,8/06/2019,yes,5,2,2
2019,TBB26,1,8/06/2019,yes,5,3,2
2019,TBB26,2,9/06/2019,yes,1,2,2
2019,TBB26,2,9/06/2019,yes,1,3,1
2019,TBB26,2,9/06/2019,yes,2,2,2
2019,TBB26,2,9/06/2019,yes,2,3,2
2019,TBB26,2,9/06/2019,yes,3,2,1
2019,TBB26,2,9/06/2019,yes,4,3,3
2019,TBB26,2,9/06/2019,yes,5,1,1
2019,TBB26,2,9/06/2019,yes,5,2,3
2019,TBB26,2,9/06/2019,yes,5,3,3
2019,TBB26,3,10/06/2019,yes,1,2,1
2019,TBB26,3,10/06/2019,yes,1,3,2
2019,TBB26,3,10/06/2019,yes,2,1,1
2019,TBB26,3,10/06/2019,yes,2,2,1
2019,TBB26,3,10/06/2019,yes,3,2,1
2019,TBB26,3,10/06/2019,yes,3,3,2
2019,TBB26,3,10/06/2019,yes,4,2,1
2019,TBB26,3,10/06/2019,yes,4,3,2
2019,TBB26,3,10/06/2019,yes,5,2,4
2019,TBB26,3,10/06/2019,yes,5,3,3
2019,TBB27,1,5/06/2019,yes,1,2,1
2019,TBB27,1,5/06/2019,yes,1,3,1
2019,TBB27,1,5/06/2019,yes,2,1,1
2019,TBB27,1,5/06/2019,yes,2,3,1
2019,TBB27,1,5/06/2019,yes,3,3,1
2019,TBB27,1,5/06/2019,yes,4,1,1
2019,TBB27,1,5/06/2019,yes,4,3,2
2019,TBB27,1,5/06/2019,yes,5,1,1
2019,TBB27,1,5/06/2019,yes,5,2,2
2019,TBB27,1,5/06/2019,yes,5,3,1
2019,TBB27,2,6/06/2019,yes,1,2,1
2019,TBB27,2,6/06/2019,yes,1,3,1
2019,TBB27,2,6/06/2019,yes,2,2,1
2019,TBB27,2,6/06/2019,no,3,,0
2019,TBB27,2,6/06/2019,yes,4,1,1
2019,TBB27,2,6/06/2019,yes,4,3,2
2019,TBB27,2,6/06/2019,yes,5,2,2
2019,TBB27,2,6/06/2019,yes,5,3,1
2019,TBB27,3,7/06/2019,yes,1,2,1
2019,TBB27,3,7/06/2019,yes,1,3,3
2019,TBB27,3,7/06/2019,yes,2,3,1
2019,TBB27,3,7/06/2019,yes,3,3,2
2019,TBB27,3,7/06/2019,yes,4,1,1
2019,TBB27,3,7/06/2019,yes,4,3,1
2019,TBB27,3,7/06/2019,yes,4,3,2
2019,TBB27,3,7/06/2019,yes,5,1,1
2019,TBB27,3,7/06/2019,yes,5,3,2
2019,TBB28,1,20/05/2019,yes,1,3,2
2019,TBB28,1,20/05/2019,yes,2,1,1
2019,TBB28,1,20/05/2019,yes,2,3,2
2019,TBB28,1,20/05/2019,yes,3,2,1
2019,TBB28,1,20/05/2019,yes,3,3,2
2019,TBB28,1,20/05/2019,yes,4,1,1
2019,TBB28,1,20/05/2019,yes,4,3,2
2019,TBB28,1,20/05/2019,yes,5,2,2
2019,TBB28,1,20/05/2019,yes,5,3,2
2019,TBB28,2,21/05/2019,yes,1,3,1
2019,TBB28,2,21/05/2019,yes,2,1,1
2019,TBB28,2,21/05/2019,yes,2,3,2
2019,TBB28,2,21/05/2019,yes,3,2,1
2019,TBB28,2,21/05/2019,yes,3,3,2
2019,TBB28,2,21/05/2019,yes,4,1,1
2019,TBB28,2,21/05/2019,yes,4,2,1
2019,TBB28,2,21/05/2019,yes,4,3,2
2019,TBB28,2,21/05/2019,yes,5,2,2
2019,TBB28,2,21/05/2019,yes,5,3,2
2019,TBB28,3,22/05/2019,yes,1,3,1
2019,TBB28,3,22/05/2019,yes,2,2,1
2019,TBB28,3,22/05/2019,yes,2,3,1
2019,TBB28,3,22/05/2019,yes,3,3,1
2019,TBB28,3,22/05/2019,yes,4,1,1
2019,TBB28,3,22/05/2019,yes,4,3,3
2019,TBB28,3,22/05/2019,yes,5,2,2
2019,TBB28,3,22/05/2019,yes,5,3,3
2019,TBB29,1,22/05/2019,yes,1,1,1
2019,TBB29,1,22/05/2019,yes,1,2,2
2019,TBB29,1,22/05/2019,yes,1,3,2
2019,TBB29,1,22/05/2019,yes,2,1,1
2019,TBB29,1,22/05/2019,yes,2,2,2
2019,TBB29,1,22/05/2019,yes,2,3,2
2019,TBB29,1,22/05/2019,yes,3,1,1
2019,TBB29,1,22/05/2019,yes,3,2,4
2019,TBB29,1,22/05/2019,yes,3,3,3
2019,TBB29,1,22/05/2019,yes,4,1,2
2019,TBB29,1,22/05/2019,yes,4,2,1
2019,TBB29,1,22/05/2019,yes,4,3,2
2019,TBB29,1,22/05/2019,yes,5,2,4
2019,TBB29,1,22/05/2019,yes,5,3,4
2019,TBB29,2,27/05/2019,yes,1,1,1
2019,TBB29,2,27/05/2019,yes,1,2,3
2019,TBB29,2,27/05/2019,yes,1,3,1
2019,TBB29,2,27/05/2019,yes,2,1,1
2019,TBB29,2,27/05/2019,yes,2,2,4
2019,TBB29,2,27/05/2019,yes,2,3,2
2019,TBB29,2,27/05/2019,yes,3,1,3
2019,TBB29,2,27/05/2019,yes,3,2,4
2019,TBB29,2,27/05/2019,yes,3,3,2
2019,TBB29,2,27/05/2019,yes,4,1,1
