Year,Transect_no,Control,Date,Birds_present,Part_of_transect,Dostance_cat,No_singing_males
2014,TBB12,1,31/05/2014,yes,1,2,4
2014,TBB12,1,31/05/2014,yes,2,1,3
2014,TBB12,1,31/05/2014,yes,2,2,2
2014,TBB12,1,31/05/2014,yes,3,1,1
2014,TBB12,1,31/05/2014,yes,3,2,1
2014,TBB12,1,31/05/2014,yes,4,1,1
2014,TBB12,1,31/05/2014,yes,4,2,2
2014,TBB12,1,31/05/2014,yes,5,2,3
2014,TBB12,2,3/06/2014,yes,1,2,3
2014,TBB12,2,3/06/2014,yes,1,3,2
2014,TBB12,2,3/06/2014,yes,2,1,2
2014,TBB12,2,3/06/2014,yes,2,2,2
2014,TBB12,2,3/06/2014,yes,2,3,3
2014,TBB12,2,3/06/2014,yes,3,1,1
2014,TBB12,2,3/06/2014,yes,3,2,3
2014,TBB12,2,3/06/2014,yes,3,3,3
2014,TBB12,2,3/06/2014,yes,4,1,1
2014,TBB12,2,3/06/2014,yes,4,2,1
2014,TBB12,2,3/06/2014,yes,4,3,1
2014,TBB12,2,3/06/2014,no,5,,0
2014,TBB12,3,5/06/2014,yes,1,1,2
2014,TBB12,3,5/06/2014,yes,2,3,1
2014,TBB12,3,5/06/2014,yes,3,1,1
2014,TBB12,3,5/06/2014,yes,3,2,2
2014,TBB12,3,5/06/2014,yes,4,3,1
2014,TBB12,3,5/06/2014,no,5,,0
2014,TBB13,1,25/05/2014,yes,1,3,3
2014,TBB13,1,25/05/2014,yes,2,3,1
2014,TBB13,1,25/05/2014,yes,3,3,1
2014,TBB13,1,25/05/2014,yes,4,3,1
2014,TBB13,1,25/05/2014,yes,5,3,1
2014,TBB13,2,29/05/2014,yes,1,3,1
2014,TBB13,2,29/05/2014,yes,2,3,1
2014,TBB13,2,29/05/2014,yes,3,3,1
2014,TBB13,2,29/05/2014,yes,4,2,1
2014,TBB13,2,29/05/2014,yes,5,2,2
2014,TBB13,3,2/06/2014,yes,1,3,3
2014,TBB13,3,2/06/2014,yes,2,2,2
2014,TBB13,3,2/06/2014,yes,3,1,1
2014,TBB13,3,2/06/2014,yes,3,3,1
2014,TBB13,3,2/06/2014,no,4,,0
2014,TBB13,3,2/06/2014,no,5,,0
2014,TBB14,1,2/06/2014,yes,1,1,2
2014,TBB14,1,2/06/2014,yes,1,2,3
2014,TBB14,1,2/06/2014,yes,1,3,1
2014,TBB14,1,2/06/2014,yes,2,1,1
2014,TBB14,1,2/06/2014,yes,2,2,2
2014,TBB14,1,2/06/2014,yes,2,3,1
2014,TBB14,1,2/06/2014,yes,3,2,4
2014,TBB14,1,2/06/2014,yes,4,2,5
2014,TBB14,1,2/06/2014,yes,4,3,2
2014,TBB14,1,2/06/2014,yes,5,1,1
2014,TBB14,1,2/06/2014,yes,5,2,2
2014,TBB14,1,2/06/2014,yes,5,3,2
2014,TBB14,2,3/06/2014,yes,1,2,1
2014,TBB14,2,3/06/2014,yes,2,1,1
2014,TBB14,2,3/06/2014,yes,2,3,1
2014,TBB14,2,3/06/2014,yes,3,1,1
2014,TBB14,2,3/06/2014,yes,3,2,1
2014,TBB14,2,3/06/2014,yes,4,1,1
2014,TBB14,2,3/06/2014,yes,4,3,1
2014,TBB14,2,3/06/2014,yes,5,2,2
2014,TBB14,2,3/06/2014,yes,5,3,1
2014,TBB14,3,6/06/2014,yes,1,1,2
2014,TBB14,3,6/06/2014,yes,1,2,4
2014,TBB14,3,6/06/2014,yes,1,3,5
2014,TBB14,3,6/06/2014,yes,2,2,4
2014,TBB14,3,6/06/2014,yes,2,3,5
2014,TBB14,3,6/06/2014,yes,3,1,1
2014,TBB14,3,6/06/2014,yes,3,2,2
2014,TBB14,3,6/06/2014,yes,3,3,3
2014,TBB14,3,6/06/2014,yes,4,1,2
2014,TBB14,3,6/06/2014,yes,4,2,3
2014,TBB14,3,6/06/2014,yes,4,3,4
2014,TBB14,3,6/06/2014,yes,5,2,1
2014,TBB14,3,6/06/2014,yes,5,3,3
2014,TBB15,1,1/06/2014,yes,1,3,1
2014,TBB15,1,1/06/2014,yes,2,2,2
2014,TBB15,1,1/06/2014,yes,3,2,1
2014,TBB15,1,1/06/2014,yes,4,1,1
2014,TBB15,1,1/06/2014,no,5,,0
2014,TBB15,2,4/06/2014,yes,1,1,1
2014,TBB15,2,4/06/2014,yes,1,3,1
2014,TBB15,2,4/06/2014,yes,2,2,1
2014,TBB15,2,4/06/2014,yes,2,3,1
2014,TBB15,2,4/06/2014,yes,3,2,1
2014,TBB15,2,4/06/2014,no,4,,0
2014,TBB15,2,4/06/2014,yes,5,1,1
2014,TBB15,3,6/06/2014,yes,1,2,1
2014,TBB15,3,6/06/2014,yes,2,1,1
2014,TBB15,3,6/06/2014,yes,2,2,2
2014,TBB15,3,6/06/2014,yes,3,1,1
2014,TBB15,3,6/06/2014,yes,4,1,2
2014,TBB15,3,6/06/2014,no,5,,0
2014,TBB16,1,2/06/2014,yes,1,1,1
2014,TBB16,1,2/06/2014,yes,1,2,3
2014,TBB16,1,2/06/2014,yes,1,3,1
2014,TBB16,1,2/06/2014,yes,2,2,3
2014,TBB16,1,2/06/2014,yes,2,3,1
2014,TBB16,1,2/06/2014,yes,3,1,1
2014,TBB16,1,2/06/2014,yes,3,2,2
2014,TBB16,1,2/06/2014,yes,3,3,1
2014,TBB16,1,2/06/2014,yes,4,2,2
2014,TBB16,1,2/06/2014,yes,5,2,1
2014,TBB16,1,2/06/2014,yes,5,3,2
2014,TBB16,2,3/06/2014,yes,1,1,1
2014,TBB16,2,3/06/2014,yes,1,2,1
2014,TBB16,2,3/06/2014,yes,1,3,1
2014,TBB16,2,3/06/2014,yes,2,2,1
2014,TBB16,2,3/06/2014,yes,2,3,1
2014,TBB16,2,3/06/2014,yes,3,2,1
2014,TBB16,2,3/06/2014,yes,3,3,2
2014,TBB16,2,3/06/2014,yes,4,2,1
2014,TBB16,2,3/06/2014,yes,5,2,1
2014,TBB16,3,6/06/2014,yes,1,2,5
2014,TBB16,3,6/06/2014,yes,1,3,2
2014,TBB16,3,6/06/2014,yes,2,2,2
2014,TBB16,3,6/06/2014,yes,2,3,2
2014,TBB16,3,6/06/2014,yes,3,1,1
2014,TBB16,3,6/06/2014,yes,3,2,1
2014,TBB16,3,6/06/2014,yes,3,3,2
2014,TBB16,3,6/06/2014,yes,4,2,2
2014,TBB16,3,6/06/2014,yes,4,3,1
2014,TBB16,3,6/06/2014,yes,5,1,2
2014,TBB16,3,6/06/2014,yes,5,2,1
2014,TBB16,3,6/06/2014,yes,5,3,2
2014,TBB17,1,2/06/2014,no,1,,0
2014,TBB17,1,2/06/2014,yes,2,3,1
2014,TBB17,1,2/06/2014,no,3,,0
2014,TBB17,1,2/06/2014,yes,4,2,1
2014,TBB17,1,2/06/2014,yes,5,2,2
2014,TBB17,1,2/06/2014,yes,5,3,1
2014,TBB17,2,4/06/2014,no,1,,0
2014,TBB17,2,4/06/2014,no,2,,0
2014,TBB17,2,4/06/2014,yes,3,2,2
2014,TBB17,2,4/06/2014,yes,3,3,2
2014,TBB17,2,4/06/2014,yes,4,2,2
2014,TBB17,2,4/06/2014,yes,4,3,1
2014,TBB17,2,4/06/2014,yes,5,3,1
2014,TBB17,3,17/06/2014,yes,1,3,1
2014,TBB17,3,17/06/2014,yes,2,3,1
2014,TBB17,3,17/06/2014,yes,3,3,1
2014,TBB17,3,17/06/2014,yes,4,2,1
2014,TBB17,3,17/06/2014,yes,5,3,1
2014,TBB18,1,31/05/2014,yes,1,1,2
2014,TBB18,1,31/05/2014,no,2,,0
2014,TBB18,1,31/05/2014,yes,3,2,1
2014,TBB18,1,31/05/2014,no,4,,0
2014,TBB18,1,31/05/2014,yes,5,2,2
2014,TBB18,2,1/06/2014,yes,1,3,2
2014,TBB18,2,1/06/2014,yes,2,3,2
2014,TBB18,2,1/06/2014,yes,3,2,1
2014,TBB18,2,1/06/2014,yes,3,3,1
2014,TBB18,2,1/06/2014,yes,4,3,1
2014,TBB18,2,1/06/2014,yes,5,1,1
2014,TBB18,2,1/06/2014,yes,5,2,1
2014,TBB18,2,1/06/2014,yes,5,3,3
2014,TBB18,3,3/06/2014,yes,1,2,1
2014,TBB18,3,3/06/2014,yes,2,2,1
2014,TBB18,3,3/06/2014,yes,2,3,1
2014,TBB18,3,3/06/2014,yes,3,1,1
2014,TBB18,3,3/06/2014,yes,3,3,1
2014,TBB18,3,3/06/2014,yes,4,2,1
2014,TBB18,3,3/06/2014,yes,4,3,2
2014,TBB18,3,3/06/2014,yes,5,1,1
2014,TBB18,3,3/06/2014,yes,5,2,4
2014,TBB18,3,3/06/2014,yes,5,3,3
2014,TBB19,1,29/05/2014,no,1,,0
2014,TBB19,1,29/05/2014,no,2,,0
2014,TBB19,1,29/05/2014,no,3,,0
2014,TBB19,1,29/05/2014,yes,4,2,1
2014,TBB19,1,29/05/2014,yes,5,2,1
2014,TBB20,1,9/06/2014,yes,1,1,2
2014,TBB20,1,9/06/2014,yes,1,2,1
2014,TBB20,1,9/06/2014,yes,1,3,1
2014,TBB20,1,9/06/2014,yes,2,3,1
2014,TBB20,1,9/06/2014,yes,3,1,1
2014,TBB20,1,9/06/2014,yes,3,2,2
2014,TBB20,1,9/06/2014,yes,3,3,2
2014,TBB20,1,9/06/2014,no,4,,0
2014,TBB20,1,9/06/2014,yes,5,1,1
2014,TBB20,1,9/06/2014,yes,5,3,1
2014,TBB20,2,12/06/2014,yes,1,1,1
2014,TBB20,2,12/06/2014,yes,1,2,6
2014,TBB20,2,12/06/2014,yes,1,3,6
2014,TBB20,2,12/06/2014,yes,2,2,5
2014,TBB20,2,12/06/2014,yes,2,3,4
2014,TBB20,2,12/06/2014,yes,3,2,3
2014,TBB20,2,12/06/2014,yes,3,3,4
2014,TBB20,2,12/06/2014,yes,4,2,2
2014,TBB20,2,12/06/2014,yes,4,3,2
2014,TBB20,2,12/06/2014,yes,5,1,1
2014,TBB20,2,12/06/2014,yes,5,2,3
2014,TBB20,2,12/06/2014,yes,5,3,2
2014,TBB20,3,15/06/2014,yes,1,1,1
2014,TBB20,3,15/06/2014,yes,1,2,5
2014,TBB20,3,15/06/2014,yes,1,3,3
2014,TBB20,3,15/06/2014,yes,2,2,4
2014,TBB20,3,15/06/2014,yes,2,3,3
2014,TBB20,3,15/06/2014,yes,3,2,2
2014,TBB20,3,15/06/2014,yes,3,3,3
2014,TBB20,3,15/06/2014,yes,4,2,1
2014,TBB20,3,15/06/2014,yes,4,3,3
2014,TBB20,3,15/06/2014,yes,5,2,4
2014,TBB20,3,15/06/2014,yes,5,3,2
2014,TBB21,1,7/06/2014,no,1,,0
2014,TBB21,1,7/06/2014,no,2,,0
2014,TBB21,1,7/06/2014,no,3,,0
2014,TBB21,1,7/06/2014,yes,4,2,1
2014,TBB21,1,7/06/2014,no,5,,0
2014,TBB21,2,9/06/2014,no,1,,0
2014,TBB21,2,9/06/2014,no,2,,0
2014,TBB21,2,9/06/2014,no,3,,0
2014,TBB21,2,9/06/2014,no,4,,0
2014,TBB21,2,9/06/2014,yes,5,2,1
2014,TBB21,3,16/06/2014,no,1,,0
2014,TBB21,3,16/06/2014,no,2,,0
2014,TBB21,3,16/06/2014,no,3,,0
2014,TBB21,3,16/06/2014,no,4,,0
2014,TBB21,3,16/06/2014,no,5,,0
2014,TBB22,1,8/06/2014,yes,1,1,2
2014,TBB22,1,8/06/2014,yes,1,2,3
2014,TBB22,1,8/06/2014,yes,1,3,3
2014,TBB22,1,8/06/2014,yes,2,2,4
2014,TBB22,1,8/06/2014,yes,2,3,1
2014,TBB22,1,8/06/2014,yes,3,1,1
2014,TBB22,1,8/06/2014,yes,3,2,4
2014,TBB22,1,8/06/2014,yes,3,3,3
2014,TBB22,1,8/06/2014,yes,4,1,1
2014,TBB22,1,8/06/2014,yes,4,2,2
2014,TBB22,1,8/06/2014,yes,5,1,1
2014,TBB22,1,8/06/2014,yes,5,2,4
2014,TBB22,1,8/06/2014,yes,5,3,2
2014,TBB22,2,10/06/2014,yes,1,1,2
2014,TBB22,2,10/06/2014,yes,1,3,1
2014,TBB22,2,10/06/2014,yes,2,1,1
2014,TBB22,2,10/06/2014,yes,2,3,1
2014,TBB22,2,10/06/2014,no,3,,0
2014,TBB22,2,10/06/2014,yes,4,1,1
2014,TBB22,2,10/06/2014,yes,4,2,2
2014,TBB22,2,10/06/2014,yes,4,3,1
2014,TBB22,2,10/06/2014,yes,5,2,1
2014,TBB22,2,10/06/2014,yes,5,3,2
2014,TBB22,3,14/06/2014,yes,1,2,4
2014,TBB22,3,14/06/2014,yes,1,3,5
2014,TBB22,3,14/06/2014,yes,2,2,2
2014,TBB22,3,14/06/2014,yes,2,3,3
2014,TBB22,3,14/06/2014,yes,3,1,1
2014,TBB22,3,14/06/2014,yes,3,2,4
2014,TBB22,3,14/06/2014,yes,3,3,4
2014,TBB22,3,14/06/2014,yes,4,1,1
2014,TBB22,3,14/06/2014,yes,4,2,5
2014,TBB22,3,14/06/2014,yes,4,3,6
2014,TBB22,3,14/06/2014,yes,5,2,3
2014,TBB22,3,14/06/2014,yes,5,3,4
2014,TBB23,1,23/05/2014,yes,1,1,2
2014,TBB23,1,23/05/2014,yes,1,2,1
2014,TBB23,1,23/05/2014,no,2,,0
2014,TBB23,1,23/05/2014,yes,3,1,1
2014,TBB23,1,23/05/2014,yes,3,2,3
2014,TBB23,1,23/05/2014,yes,4,2,1
2014,TBB23,1,23/05/2014,yes,4,2,3
2014,TBB23,1,23/05/2014,yes,5,2,2
2014,TBB23,2,24/05/2014,yes,1,1,1
2014,TBB23,2,24/05/2014,yes,1,2,1
2014,TBB23,2,24/05/2014,yes,2,2,2
2014,TBB23,2,24/05/2014,yes,3,3,1
2014,TBB23,2,24/05/2014,yes,4,2,1
2014,TBB23,2,24/05/2014,yes,5,2,3
2014,TBB23,2,24/05/2014,yes,5,3,1
2014,TBB23,3,25/05/2014,yes,1,1,1
2014,TBB23,3,25/05/2014,yes,1,3,1
2014,TBB23,3,25/05/2014,yes,2,1,1
2014,TBB23,3,25/05/2014,no,3,,0
2014,TBB23,3,25/05/2014,yes,4,3,1
2014,TBB23,3,25/05/2014,yes,5,1,1
2014,TBB23,3,25/05/2014,yes,5,2,1
2014,TBB23,3,25/05/2014,yes,5,3,1
2014,TBB24,1,31/05/2014,no,1,,0
2014,TBB24,1,31/05/2014,yes,2,2,2
2014,TBB24,1,31/05/2014,yes,3,2,2
2014,TBB24,1,31/05/2014,yes,3,3,1
2014,TBB24,1,31/05/2014,yes,4,1,1
2014,TBB24,1,31/05/2014,yes,4,2,1
2014,TBB24,1,31/05/2014,yes,5,1,2
2014,TBB24,1,31/05/2014,yes,5,2,2
2014,TBB24,2,5/06/2014,yes,1,2,4
2014,TBB24,2,5/06/2014,yes,1,3,2
2014,TBB24,2,5/06/2014,yes,2,1,1
2014,TBB24,2,5/06/2014,yes,2,2,5
2014,TBB24,2,5/06/2014,yes,2,3,5
2014,TBB24,2,5/06/2014,yes,3,1,1
2014,TBB24,2,5/06/2014,yes,3,2,3
2014,TBB24,2,5/06/2014,yes,3,3,4
2014,TBB24,2,5/06/2014,yes,4,1,1
2014,TBB24,2,5/06/2014,yes,4,2,4
2014,TBB24,2,5/06/2014,yes,4,3,4
2014,TBB24,2,5/06/2014,yes,5,1,2
2014,TBB24,2,5/06/2014,yes,5,2,4
2014,TBB24,2,5/06/2014,yes,5,3,3
2014,TBB24,3,6/06/2014,yes,1,2,2
2014,TBB24,3,6/06/2014,yes,2,3,2
2014,TBB24,3,6/06/2014,yes,3,2,1
2014,TBB24,3,6/06/2014,yes,3,3,1
2014,TBB24,3,6/06/2014,yes,4,2,1
2014,TBB24,3,6/06/2014,yes,4,3,1
2014,TBB24,3,6/06/2014,yes,5,1,3
2014,TBB24,3,6/06/2014,yes,5,2,1
2014,TBB25,1,20/05/2014,yes,1,2,2
2014,TBB25,1,20/05/2014,yes,1,3,3
2014,TBB25,1,20/05/2014,yes,2,1,1
2014,TBB25,1,20/05/2014,yes,2,2,3
2014,TBB25,1,20/05/2014,yes,2,3,3
2014,TBB25,1,20/05/2014,yes,3,1,1
2014,TBB25,1,20/05/2014,yes,3,3,3
2014,TBB25,1,20/05/2014,yes,4,1,1
2014,TBB25,1,20/05/2014,yes,4,2,1
2014,TBB25,1,20/05/2014,yes,4,3,2
2014,TBB25,1,20/05/2014,yes,5,1,1
2014,TBB25,1,20/05/2014,yes,5,2,3
2014,TBB25,1,20/05/2014,yes,5,3,3
2014,TBB25,2,22/05/2014,yes,1,1,1
2014,TBB25,2,22/05/2014,yes,1,2,2
2014,TBB25,2,22/05/2014,yes,2,2,2
2014,TBB25,2,22/05/2014,yes,3,2,2
2014,TBB25,2,22/05/2014,yes,4,2,1
2014,TBB25,2,22/05/2014,yes,5,1,1
2014,TBB25,2,22/05/2014,yes,5,2,1
2014,TBB25,3,23/05/2014,yes,1,2,2
2014,TBB25,3,23/05/2014,yes,2,1,1
2014,TBB25,3,23/05/2014,yes,2,2,2
2014,TBB25,3,23/05/2014,yes,3,1,2
2014,TBB25,3,23/05/2014,yes,4,2,1
2014,TBB25,3,23/05/2014,yes,5,2,3
2014,TBB26,1,22/05/2014,yes,1,3,1
2014,TBB26,1,22/05/2014,no,2,,0
2014,TBB26,1,22/05/2014,no,3,,0
2014,TBB26,1,22/05/2014,yes,4,1,1
2014,TBB26,1,22/05/2014,yes,4,3,2
2014,TBB26,1,22/05/2014,yes,5,3,3
2014,TBB26,2,25/05/2014,yes,1,3,1
2014,TBB26,2,25/05/2014,yes,2,3,1
2014,TBB26,2,25/05/2014,yes,3,2,2
2014,TBB26,2,25/05/2014,yes,4,1,1
2014,TBB26,2,25/05/2014,yes,4,3,1
2014,TBB26,2,25/05/2014,yes,5,2,2
2014,TBB26,3,28/05/2014,yes,1,2,1
2014,TBB26,3,28/05/2014,no,2,,0
2014,TBB26,3,28/05/2014,no,3,,0
2014,TBB26,3,28/05/2014,yes,4,2,2
2014,TBB26,3,28/05/2014,yes,5,2,1
2014,TBB27,1,10/06/2014,yes,1,2,4
2014,TBB27,1,10/06/2014,yes,2,3,1
2014,TBB27,1,10/06/2014,yes,3,2,1
2014,TBB27,1,10/06/2014,yes,4,1,1
2014,TBB27,1,10/06/2014,yes,4,3,2
2014,TBB27,1,10/06/2014,yes,5,2,1
2014,TBB27,1,10/06/2014,yes,5,3,2
2014,TBB27,2,11/06/2014,yes,1,1,1
2014,TBB27,2,11/06/2014,yes,1,2,2
2014,TBB27,2,11/06/2014,no,2,,0
2014,TBB27,2,11/06/2014,yes,3,3,2
2014,TBB27,2,11/06/2014,yes,4,3,2
2014,TBB27,2,11/06/2014,yes,5,1,1
2014,TBB27,2,11/06/2014,yes,5,2,1
2014,TBB27,2,11/06/2014,yes,5,3,1
2014,TBB27,3,12/06/2014,yes,1,1,1
2014,TBB27,3,12/06/2014,yes,1,2,1
2014,TBB27,3,12/06/2014,yes,1,3,2
2014,TBB27,3,12/06/2014,yes,2,3,1
2014,TBB27,3,12/06/2014,no,3,,0
2014,TBB27,3,12/06/2014,yes,4,2,1
2014,TBB27,3,12/06/2014,yes,4,3,3
2014,TBB27,3,12/06/2014,yes,5,3,1
2014,TBB28,1,1/06/2014,yes,1,2,4
2014,TBB28,1,1/06/2014,yes,1,3,1
2014,TBB28,1,1/06/2014,yes,2,2,2
2014,TBB28,1,1/06/2014,yes,3,1,1
2014,TBB28,1,1/06/2014,yes,3,2,4
2014,TBB28,1,1/06/2014,yes,4,1,1
2014,TBB28,1,1/06/2014,yes,4,2,2
2014,TBB28,1,1/06/2014,yes,5,1,2
2014,TBB28,1,1/06/2014,yes,5,2,4
2014,TBB28,1,1/06/2014,yes,5,3,2
2014,TBB28,2,6/06/2014,yes,1,1,2
2014,TBB28,2,6/06/2014,yes,1,2,1
2014,TBB28,2,6/06/2014,yes,2,2,3
2014,TBB28,2,6/06/2014,yes,3,1,2
2014,TBB28,2,6/06/2014,yes,3,2,1
2014,TBB28,2,6/06/2014,yes,4,2,1
2014,TBB28,2,6/06/2014,yes,5,1,2
2014,TBB28,2,6/06/2014,yes,5,2,1
2014,TBB28,3,7/06/2014,yes,1,2,3
2014,TBB28,3,7/06/2014,yes,1,3,4
2014,TBB28,3,7/06/2014,yes,2,1,1
2014,TBB28,3,7/06/2014,yes,2,2,1
2014,TBB28,3,7/06/2014,yes,2,3,3
2014,TBB28,3,7/06/2014,yes,3,1,1
2014,TBB28,3,7/06/2014,yes,3,2,3
2014,TBB28,3,7/06/2014,yes,3,3,3
2014,TBB28,3,7/06/2014,yes,4,1,1
2014,TBB28,3,7/06/2014,yes,4,2,1
2014,TBB28,3,7/06/2014,yes,4,3,4
2014,TBB28,3,7/06/2014,yes,5,1,1
2014,TBB28,3,7/06/2014,yes,5,2,5
2014,TBB28,3,7/06/2014,yes,5,3,2
2014,TBB29,1,23/05/2014,yes,1,1,2
2014,TBB29,1,23/05/2014,yes,2,1,1
2014,TBB29,1,23/05/2014,yes,3,1,1
2014,TBB29,1,23/05/2014,yes,3,2,2
2014,TBB29,1,23/05/2014,yes,4,3,1
2014,TBB29,1,23/05/2014,yes,5,2,1
2014,TBB29,2,29/05/2014,yes,1,1,1
2014,TBB29,2,29/05/2014,yes,1,2,3
2014,TBB29,2,29/05/2014,yes,2,1,1
2014,TBB29,2,29/05/2014,yes,2,2,3
2014,TBB29,2,29/05/2014,yes,3,2,2
2014,TBB29,2,29/05/2014,yes,4,1,2
2014,TBB29,2,29/05/2014,yes,4,2,3
2014,TBB29,2,29/05/2014,yes,5,1,2
2014,TBB29,2,29/05/2014,yes,5,2,4
2014,TBB29,2,29/05/2014,yes,5,3,1
2014,TBB29,3,30/05/2014,yes,1,1,1
2014,TBB29,3,30/05/2014,yes,1,2,2
2014,TBB29,3,30/05/2014,yes,1,3,1
2014,TBB29,3,30/05/2014,yes,2,1,2
2014,TBB29,3,30/05/2014,yes,2,2,3
2014,TBB29,3,30/05/2014,yes,2,3,4
2014,TBB29,3,30/05/2014,yes,3,1,1
2014,TBB29,3,30/05/2014,yes,3,2,2
2014,TBB29,3,30/05/2014,yes,3,3,3
2014,TBB29,3,30/05/2014,yes,4,1,1
2014,TBB29,3,30/05/2014,yes,4,2,2
2014,TBB29,3,30/05/2014,yes,4,3,3
2014,TBB29,3,30/05/2014,yes,5,2,4
2014,TBB29,3,30/05/2014,yes,5,3,3
2014,TBB30,1,8/06/2014,yes,1,2,1
2014,TBB30,1,8/06/2014,yes,1,3,4
2014,TBB30,1,8/06/2014,yes,2,1,1
2014,TBB30,1,8/06/2014,yes,2,2,1
2014,TBB30,1,8/06/2014,yes,3,2,1
2014,TBB30,1,8/06/2014,yes,3,3,1
2014,TBB30,1,8/06/2014,yes,4,1,1
2014,TBB30,1,8/06/2014,yes,4,3,1
2014,TBB30,1,8/06/2014,yes,5,2,1
2014,TBB30,1,8/06/2014,yes,5,3,1
2014,TBB30,2,12/06/2014,yes,1,3,1
2014,TBB30,2,12/06/2014,yes,2,2,1
2014,TBB30,2,12/06/2014,yes,3,3,2
2014,TBB30,2,12/06/2014,yes,4,1,1
2014,TBB30,2,12/06/2014,yes,4,2,1
2014,TBB30,2,12/06/2014,yes,5,1,1
2014,TBB30,2,12/06/2014,yes,5,3,1
2014,TBB30,3,13/06/2014,yes,1,2,3
2014,TBB30,3,13/06/2014,yes,1,3,2
2014,TBB30,3,13/06/2014,yes,2,1,1
2014,TBB30,3,13/06/2014,yes,2,2,1
2014,TBB30,3,13/06/2014,yes,2,3,2
2014,TBB30,3,13/06/2014,yes,3,2,1
2014,TBB30,3,13/06/2014,yes,4,3,2
2014,TBB30,3,13/06/2014,yes,5,2,3
2014,TBB31,1,24/05/2014,yes,1,2,1
2014,TBB31,1,24/05/2014,yes,2,2,1
2014,TBB31,1,24/05/2014,no,3,,0
2014,TBB31,1,24/05/2014,yes,4,2,2
2014,TBB31,1,24/05/2014,yes,5,2,1
2014,TBB31,2,29/05/2014,yes,1,3,2
2014,TBB31,2,29/05/2014,no,2,,0
2014,TBB31,2,29/05/2014,yes,3,3,1
2014,TBB31,2,29/05/2014,yes,4,3,1
2014,TBB31,2,29/05/2014,yes,5,3,1
2014,TBB31,3,30/05/2014,yes,1,3,1
2014,TBB31,3,30/05/2014,yes,2,1,1
2014,TBB31,3,30/05/2014,yes,2,3,1
2014,TBB31,3,30/05/2014,yes,3,1,1
2014,TBB31,3,30/05/2014,yes,3,3,3
2014,TBB31,3,30/05/2014,yes,4,1,2
2014,TBB31,3,30/05/2014,yes,4,3,2
2014,TBB31,3,30/05/2014,yes,5,3,3
2014,TBB32,1,24/05/2014,no,1,,0
2014,TBB32,1,24/05/2014,no,2,,0
2014,TBB32,1,24/05/2014,yes,3,2,3
2014,TBB32,1,24/05/2014,yes,4,2,1
2014,TBB32,1,24/05/2014,yes,5,1,1
2014,TBB32,1,24/05/2014,yes,5,2,1
2014,TBB32,2,29/05/2014,yes,1,3,1
2014,TBB32,2,29/05/2014,yes,2,1,1
2014,TBB32,2,29/05/2014,yes,2,2,2
2014,TBB32,2,29/05/2014,yes,2,3,1
2014,TBB32,2,29/05/2014,yes,3,2,3
2014,TBB32,2,29/05/2014,yes,3,3,1
2014,TBB32,2,29/05/2014,yes,4,2,1
2014,TBB32,2,29/05/2014,yes,4,3,2
2014,TBB32,2,29/05/2014,no,5,,0
2014,TBB32,3,30/05/2014,yes,1,3,1
2014,TBB32,3,30/05/2014,yes,2,1,1
2014,TBB32,3,30/05/2014,yes,3,3,1
2014,TBB32,3,30/05/2014,yes,4,3,1
2014,TBB32,3,30/05/2014,yes,5,3,2
2014,TBB33,1,4/06/2014,yes,1,2,1
2014,TBB33,1,4/06/2014,no,2,,0
2014,TBB33,1,4/06/2014,yes,3,2,2
2014,TBB33,1,4/06/2014,yes,4,1,1
2014,TBB33,1,4/06/2014,yes,4,2,1
2014,TBB33,1,4/06/2014,yes,4,3,1
2014,TBB33,1,4/06/2014,yes,5,2,1
2014,TBB33,2,9/06/2014,yes,1,2,1
2014,TBB33,2,9/06/2014,yes,1,3,1
2014,TBB33,2,9/06/2014,yes,2,2,1
2014,TBB33,2,9/06/2014,yes,2,3,1
2014,TBB33,2,9/06/2014,yes,3,2,1
2014,TBB33,2,9/06/2014,yes,3,3,2
2014,TBB33,2,9/06/2014,yes,4,1,2
2014,TBB33,2,9/06/2014,no,5,,0
2014,TBB33,3,10/06/2014,yes,1,1,1
2014,TBB33,3,10/06/2014,yes,1,2,2
2014,TBB33,3,10/06/2014,yes,1,3,2
2014,TBB33,3,10/06/2014,yes,2,2,1
2014,TBB33,3,10/06/2014,yes,2,3,2
2014,TBB33,3,10/06/2014,yes,3,2,2
2014,TBB33,3,10/06/2014,no,4,,0
2014,TBB33,3,10/06/2014,no,5,,0
2014,TBB34,1,20/05/2014,yes,1,1,1
2014,TBB34,1,20/05/2014,yes,1,2,5
2014,TBB34,1,20/05/2014,yes,1,3,5
2014,TBB34,1,20/05/2014,yes,2,2,4
2014,TBB34,1,20/05/2014,yes,2,3,3
2014,TBB34,1,20/05/2014,yes,3,1,1
2014,TBB34,1,20/05/2014,yes,3,2,1
2014,TBB34,1,20/05/2014,yes,3,3,3
2014,TBB34,1,20/05/2014,yes,4,1,1
2014,TBB34,1,20/05/2014,yes,4,2,2
2014,TBB34,1,20/05/2014,yes,4,3,2
2014,TBB34,1,20/05/2014,yes,5,2,3
2014,TBB34,1,20/05/2014,yes,5,2,2
2014,TBB34,2,22/05/2014,yes,1,1,3
2014,TBB34,2,22/05/2014,yes,1,2,4
2014,TBB34,2,22/05/2014,yes,2,2,4
2014,TBB34,2,22/05/2014,yes,3,1,2
2014,TBB34,2,22/05/2014,yes,3,2,4
