"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"Ntot[8,28]",89.60325,39.1060132389417,41,68,84,104,171,1.00135624862516,40000,0,1,"Ntot[8,28]"
"Ntot[1,29]",53.1721,31.6017839434534,17,36,48,64,119,1.00183213173069,40000,0,1,"Ntot[1,29]"
"Ntot[2,29]",83.293975,35.4371274012064,39,63,78,96,158,1.00301486824133,31768,0,1,"Ntot[2,29]"
"Ntot[3,29]",70.19955,45.074346608859,22,46,63,84,160,1.00456048985237,31837,0,1,"Ntot[3,29]"
"Ntot[4,29]",101.33605,49.3512766715333,44,75,94,117,201,1.00496404092261,23735,0,1,"Ntot[4,29]"
"Ntot[5,29]",70.05005,41.974692278411,22,46,63,84,162,1.0027918954207,27671,0,1,"Ntot[5,29]"
"Ntot[6,29]",101.27,45.9495319234821,45,75,94,118,204,1.00253158028553,40000,0,1,"Ntot[6,29]"
"Ntot[7,29]",70.208125,43.4217007392243,22,46,63,84,160,1.00270523631992,33215,0,1,"Ntot[7,29]"
"Ntot[8,29]",101.465825,48.5742304979306,44,75,94,118,202,1.00336234333986,37178,0,1,"Ntot[8,29]"
"Ntot[1,30]",47.65035,35.979521370169,12,29,42,57,117,1.0062007156797,40000,0,1,"Ntot[1,30]"
"Ntot[2,30]",90.622,45.233764693387,41,68,84,105,177.025000000001,1.01740742030746,36970,0,1,"Ntot[2,30]"
"Ntot[3,30]",67.596775,61.8093790988309,17,41,59,81,168,1.04304514105285,26643,0,1,"Ntot[3,30]"
"Ntot[4,30]",113.3349,66.0470559323421,48,82,104,131,234,1.0257241321366,29817,0,1,"Ntot[4,30]"
"Ntot[5,30]",67.232075,48.3477440404743,17,41,58,81,170,1.0094698442753,30491,0,1,"Ntot[5,30]"
"Ntot[6,30]",112.946475,55.0004380553376,48,82,104,132,234,1.00620732981165,40000,0,1,"Ntot[6,30]"
"Ntot[7,30]",67.582175,53.5017635993159,17,41,58,81,170,1.01596707213297,40000,0,1,"Ntot[7,30]"
"Ntot[8,30]",113.41475,62.3345556040793,48,82,104,132,235,1.0205885676602,39058,0,1,"Ntot[8,30]"
"Ntot[1,31]",42.5985,37.2484856603876,9,24,36,52,113,1.00450577746599,40000,0,1,"Ntot[1,31]"
"Ntot[2,31]",96.920675,49.2113688746314,42,71,90,112,193,1.00587105222964,22301,0,1,"Ntot[2,31]"
"Ntot[3,31]",64.870625,63.6679909957611,13,37,54,78,175,1.01507108746425,20131,0,1,"Ntot[3,31]"
"Ntot[4,31]",124.669175,78.0400264989882,50,88,113,144,268,1.00795655706194,22382,0,1,"Ntot[4,31]"
"Ntot[5,31]",64.296875,48.8103493276724,14,36,54,78,177,1.00117960774916,29825,0,1,"Ntot[5,31]"
"Ntot[6,31]",123.759575,59.7278587113838,51,88,113,145,265.025000000001,1.00069294885902,37063,0,1,"Ntot[6,31]"
"Ntot[7,31]",64.91655,54.8360097089177,14,37,55,78,175,1.00184480958767,29621,0,1,"Ntot[7,31]"
"Ntot[8,31]",124.524025,66.5348179140008,51,88,113,145,267,1.0018132307778,23236,0,1,"Ntot[8,31]"
"Ntot[1,32]",38.24885,39.8632512553544,6,20,31,47,110,1.01469051595174,35673,0,1,"Ntot[1,32]"
"Ntot[2,32]",102.56335,56.3957121480545,45,74,94,119,209,1.01447159296711,21273,0,1,"Ntot[2,32]"
"Ntot[3,32]",62.533825,74.4072373280553,11,33,50,75,178,1.02323954881739,19231,0,1,"Ntot[3,32]"
"Ntot[4,32]",135.586675,96.1297688583297,53,94,121,157,300,1.02740160457138,20398,0,1,"Ntot[4,32]"
"Ntot[5,32]",61.529725,50.4223916218162,11,33,50,75,183.025000000001,1.00070992923105,39766,0,1,"Ntot[5,32]"
"Ntot[6,32]",133.92985,65.3966619718654,53,94,121,157,296,1.00042440211858,33785,0,1,"Ntot[6,32]"
"Ntot[7,32]",62.339875,58.336249776064,11,33,51,75,182,1.00294817726562,29249,0,1,"Ntot[7,32]"
"Ntot[8,32]",135.133275,74.9586561564286,53,94,121,157,299,1.00146935792296,30382,0,1,"Ntot[8,32]"
"Ntot[1,33]",34.38175,38.958720608938,4,17,27,42,105,1.0097162886952,35268,0,1,"Ntot[1,33]"
"Ntot[2,33]",91.621825,59.3231244077435,32,62,82,107,205.025000000001,1.0050531452928,31926,0,1,"Ntot[2,33]"
"Ntot[3,33]",60.382275,79.1282940735958,8,29,47,72,183,1.01577327634792,21105,0,1,"Ntot[3,33]"
"Ntot[4,33]",130.098975,101.808666399591,42,84,113,152,312,1.01199000772829,26842,0,1,"Ntot[4,33]"
"Ntot[5,33]",58.96145,52.7304293207623,8,29,47,72,187,1.00039603151278,40000,0,1,"Ntot[5,33]"
"Ntot[6,33]",127.568925,71.0681874436519,42,84,113,152,306,1.00040905005797,40000,0,1,"Ntot[6,33]"
"Ntot[7,33]",59.966775,62.3055087493063,9,29,47,72,186,1.00122169160021,40000,0,1,"Ntot[7,33]"
"Ntot[8,33]",129.3966,83.7171832577358,42,84,113,152,315,1.00106981376184,40000,0,1,"Ntot[8,33]"
"Ntot[1,34]",31.15385,47.4924174834306,3,14,23,37,103,1.06181440730891,21359,0,1,"Ntot[1,34]"
"Ntot[2,34]",82.322925,68.9994305590982,24,52,71,97,204,1.02828930688243,20379,0,1,"Ntot[2,34]"
"Ntot[3,34]",58.756825,100.795761744029,6,26,43,69,190,1.06649191019085,15230,0,1,"Ntot[3,34]"
"Ntot[4,34]",125.605675,129.559377984015,33,75,105,147,331,1.05434331088775,16502,0,1,"Ntot[4,34]"
"Ntot[5,34]",56.776225,55.0313534359814,6,26,43,69,191,1.0008545093025,25617,0,1,"Ntot[5,34]"
"Ntot[6,34]",121.656325,74.8712946012239,33,75,105,147,316,1.00081445518325,32197,0,1,"Ntot[6,34]"
"Ntot[7,34]",57.9624,65.6532778699006,7,26,44,69,194,1.00275739430686,31534,0,1,"Ntot[7,34]"
"Ntot[8,34]",124.3326,90.8369872970066,33,75,105,147,331.025000000001,1.00162669841793,29217,0,1,"Ntot[8,34]"
"Ntot[1,35]",28.565825,73.0888200510843,2,11,20,34,98,1.17596511220848,14167,0,1,"Ntot[1,35]"
"Ntot[2,35]",74.349025,93.9724421149429,17.975,43,62,87,199,1.10794670957047,15035,0,1,"Ntot[2,35]"
"Ntot[3,35]",57.80215,154.964428352861,5,23,40,67,197,1.15819954194571,11598,0,1,"Ntot[3,35]"
"Ntot[4,35]",122.245775,208.077107755079,27,67,98,142,344.025000000001,1.16234327685597,13311,0,1,"Ntot[4,35]"
"Ntot[5,35]",54.715975,59.305851603364,5,23,40,67,197,1.00671766516382,16078,0,1,"Ntot[5,35]"
"Ntot[6,35]",116.094825,80.5309860501672,27,67,98,142,321,1.00456612008745,22415,0,1,"Ntot[6,35]"
"Ntot[7,35]",56.254,76.6622910019753,5,23,41,67,201,1.01965922972687,17654,0,1,"Ntot[7,35]"
"Ntot[8,35]",119.65225,103.748912118907,27,67,98,142,348,1.01149890488693,18004,0,1,"Ntot[8,35]"
"Ntot[1,36]",26.24475,144.994193091786,1,9,17,30,93,1.26413204835284,22915,0,1,"Ntot[1,36]"
"Ntot[2,36]",67.3911,170.687067444094,13,36,54,79,193,1.2355240168014,25063,0,1,"Ntot[2,36]"
"Ntot[3,36]",57.050375,321.094626210614,4,21,37,64,204,1.25895596348088,20041,0,1,"Ntot[3,36]"
"Ntot[4,36]",119.008275,400.602236651675,21,60,92,136,361,1.25302288310109,22848,0,1,"Ntot[4,36]"
"Ntot[5,36]",52.621475,58.4541723581904,4,20,37,64,201,1.00257723558177,17259,0,1,"Ntot[5,36]"
"Ntot[6,36]",110.60365,81.0648776877962,22,60,92,136,324,1.00113084201406,40000,0,1,"Ntot[6,36]"
"Ntot[7,36]",54.259075,74.3312934346899,4,21,38,64,207,1.00989997134758,19197,0,1,"Ntot[7,36]"
"Ntot[8,36]",114.771075,103.556916568709,22,60,91,137,360,1.00370521341241,20966,0,1,"Ntot[8,36]"
"Ntot[1,37]",23.6086,94.3281429426222,0,7,15,27,90,1.2173991417604,24486,1,1,"Ntot[1,37]"
"Ntot[2,37]",60.466825,115.742293723527,9,30,47,71,186,1.15459493246054,26501,0,1,"Ntot[2,37]"
"Ntot[3,37]",54.9917,199.926965792264,3,18,35,61,206.025000000001,1.16987861369004,21419,0,1,"Ntot[3,37]"
"Ntot[4,37]",114.44515,246.27741584566,17,54,85,131,371,1.15296183520359,23440,0,1,"Ntot[4,37]"
"Ntot[5,37]",50.698225,59.6051426151723,3,18,35,61,206,1.00068212992292,24915,0,1,"Ntot[5,37]"
"Ntot[6,37]",105.3786,81.3971446023676,18,54,85,131,323,1.0002307768715,40000,0,1,"Ntot[6,37]"
"Ntot[7,37]",52.5853,76.1137892016464,3,18,35,61,212,1.00212565042408,32089,0,1,"Ntot[7,37]"
"Ntot[8,37]",110.345975,106.60276206563,18,54,85,131,369,1.00089445572509,29655,0,1,"Ntot[8,37]"
"Ntot[1,38]",22.21665,180.904718638592,0,6,13,24,85,1.27315103951568,22833,1,1,"Ntot[1,38]"
"Ntot[2,38]",55.63665,213.261283139133,7,25,40,64,181,1.25208131063044,18803,0,1,"Ntot[2,38]"
"Ntot[3,38]",55.238,341.442117970232,2,16,32,59,213,1.24730657588571,16412,0,1,"Ntot[3,38]"
"Ntot[4,38]",112.994525,395.268777201261,14,48,79,126,388,1.23127436134491,15954,0,1,"Ntot[4,38]"
"Ntot[5,38]",48.992425,63.1157995887188,2,16,32,59,210,1.00506177926232,16757,0,1,"Ntot[5,38]"
"Ntot[6,38]",100.743925,85.1189965970224,14,48,79,126,325.025000000001,1.00253512151189,22653,0,1,"Ntot[6,38]"
"Ntot[7,38]",51.30655,85.7416361390526,2,16,32,59,216.025000000001,1.01905894086773,18899,0,1,"Ntot[7,38]"
"Ntot[8,38]",106.656325,116.607763235368,14,48,79,126,386,1.00649634146849,19128,0,1,"Ntot[8,38]"
"Ntot[1,39]",20.143775,150.363184759211,0,5,11,22,82,1.26332482865991,20465,1,1,"Ntot[1,39]"
"Ntot[2,39]",50.181725,175.472235734495,5,20,35,57,174,1.23010153430692,16261,0,1,"Ntot[2,39]"
"Ntot[3,39]",53.599475,288.241941327321,1,14,30,56,217,1.21903900415218,15014,0,1,"Ntot[3,39]"
"Ntot[4,39]",109.186225,324.047109859793,11,43,73,121,394.025000000001,1.18933180903274,15016,0,1,"Ntot[4,39]"
"Ntot[5,39]",47.096975,61.4841311096516,1,14,30,56,211,1.00131566965835,22908,0,1,"Ntot[5,39]"
"Ntot[6,39]",96.07455,83.5546774687131,11,43,73,120,326,1.0008595471733,29553,0,1,"Ntot[6,39]"
"Ntot[7,39]",49.5607,81.4626283611417,1,14,30,56,221,1.00658693602039,21840,0,1,"Ntot[7,39]"
"Ntot[8,39]",102.39185,112.994537689732,11,43,73,121,393,1.00179212542275,31400,0,1,"Ntot[8,39]"
"Ntot[1,40]",18.8512,172.203593634109,0,4,10,20,77,1.2695097209818,16041,1,1,"Ntot[1,40]"
"Ntot[2,40]",46.13015,217.25250695279,3,17,30,51,167,1.2474844554522,13628,0,1,"Ntot[2,40]"
"Ntot[3,40]",53.54515,372.748020636797,0,13,27,54,221,1.23800329457624,13099,1,1,"Ntot[3,40]"
"Ntot[4,40]",107.69065,416.27782571653,9,39,68,115,405.025000000001,1.21217251627723,13380,0,1,"Ntot[4,40]"
"Ntot[5,40]",45.43345,62.110928308011,0,13,28,54,215,1.00061641037822,30893,1,1,"Ntot[5,40]"
"Ntot[6,40]",91.7851,83.9811320401998,9,39,68,115,322.025000000001,1.00068161013485,40000,0,1,"Ntot[6,40]"
"Ntot[7,40]",48.158025,83.1106036400309,1,13,28,53,225,1.00497859443636,27531,0,1,"Ntot[7,40]"
"Ntot[8,40]",98.60525,115.679558982764,9,39,68,115,399,1.00137422322492,40000,0,1,"Ntot[8,40]"
"Ntot[1,41]",17.818125,229.246929096873,0,3,8,17,72,1.27789483818672,17135,1,1,"Ntot[1,41]"
"Ntot[2,41]",42.76815,279.329116750231,2,14,26,46,159,1.26217308416293,14083,0,1,"Ntot[2,41]"
"Ntot[3,41]",53.24715,423.506208283407,0,11,25,51,225,1.24245014907396,13219,1,1,"Ntot[3,41]"
"Ntot[4,41]",106.315525,466.760930255655,7,35,63,111,416,1.21392376011037,13065,0,1,"Ntot[4,41]"
"Ntot[5,41]",43.866675,62.2738002702531,0,11,26,52,215,1.00091604033003,20204,1,1,"Ntot[5,41]"
"Ntot[6,41]",87.842325,84.142860743617,7,35,63,110,323,1.00064218693607,34897,0,1,"Ntot[6,41]"
"Ntot[7,41]",46.87735,84.777382225986,0,11,26,51,228,1.00353681250815,20875,1,1,"Ntot[7,41]"
"Ntot[8,41]",95.183125,116.673309316064,7,35,64,111,407,1.00136848563999,27399,0,1,"Ntot[8,41]"
"Ntot[1,42]",16.795925,259.424471291361,0,2,7,16,69,1.27904710033652,16618,1,1,"Ntot[1,42]"
"Ntot[2,42]",39.476525,306.197283166147,1,12,23,41,149,1.26119196531966,14176,0,1,"Ntot[2,42]"
"Ntot[3,42]",52.75895,460.537951177761,0,10,24,49,225,1.24097411722442,13091,1,1,"Ntot[3,42]"
"Ntot[4,42]",104.3682,500.863602278567,6,31,59,107,425,1.20244279033959,13124,0,1,"Ntot[4,42]"
"Ntot[5,42]",42.388625,63.3646512070014,0,10,24,49,215,1.0017385631722,26612,1,1,"Ntot[5,42]"
"Ntot[6,42]",84.2169,85.5339090982643,6,31,59,106,322,1.00110967076843,40000,0,1,"Ntot[6,42]"
"Ntot[7,42]",45.559175,87.529242727946,0,10,24,49,229,1.00624918064938,30480,1,1,"Ntot[7,42]"
"Ntot[8,42]",91.831575,120.844605562212,5,31,59,107,409.025000000001,1.00333385353373,28833,0,1,"Ntot[8,42]"
"mphij",0.31881141477645,0.0216593071355587,0.276059284108096,0.304242416555873,0.318838247190464,0.333510642078329,0.361637414977997,1.00018001793513,23882,0,1,"mphij"
"mphia",0.420561578038542,0.0268558053435953,0.367522331065295,0.402478335707714,0.420450173137607,0.43866046399813,0.473371206272868,1.00018983391555,40000,0,1,"mphia"
"mfec1",3.19172673159803,0.152080655120262,2.89269910520713,3.08976475091141,3.19156820423536,3.29460476786508,3.48875845481053,1.00015523449448,17530,0,1,"mfec1"
"mfec2",1.75060303397118,0.150918080460172,1.45872993847607,1.64851300504499,1.74921572268806,1.85248370345599,2.04810777852365,1.00001113723626,40000,0,1,"mfec2"
"mean.lambda",0.822710755949937,0.12578581623663,0.779558576609638,0.828432269138749,0.843322338198039,0.855143937508537,0.87427218189814,1.00041313245767,40000,0,1,"mean.lambda"
"prop.males",0.559959340281263,0.00980212424308718,0.540782406967376,0.5533034339981,0.559892478031173,0.566545689280433,0.57905423876918,1.00003769634525,39127,0,1,"prop.males"
"phij[1]",0.318220846720865,0.0402827578999562,0.239640338600573,0.293574536016805,0.317386984015771,0.341402971889923,0.403416260866619,1.0001426421526,19566,0,1,"phij[1]"
"phij[2]",0.333291238094353,0.0432462910732156,0.258031956527661,0.305566137342932,0.328958356920748,0.356118607274222,0.433050279726734,1.00036629134219,7813,0,1,"phij[2]"
"phij[3]",0.336545630563049,0.0443179119463904,0.261002341897228,0.307782675503434,0.331662185509616,0.359863472700458,0.439157263193738,1.000008087879,40000,0,1,"phij[3]"
"phij[4]",0.332398840448138,0.0434124818459867,0.255749380853098,0.305015824128053,0.328496292099272,0.35520298552849,0.431071118764874,1.0000133275573,40000,0,1,"phij[4]"
"phij[5]",0.328962383395527,0.0424307867655081,0.252699907110933,0.302299440294723,0.325407683460837,0.351976383792868,0.424829678695462,1.00012303416059,27753,0,1,"phij[5]"
"phij[6]",0.330201059806615,0.0429325634489792,0.253784010408112,0.303024594570754,0.32655849348099,0.352894816517363,0.427544726538588,1.00023029935273,11269,0,1,"phij[6]"
"phij[7]",0.330126687521319,0.0435936924829486,0.252574523431257,0.3029307926762,0.326096638059578,0.353122413120963,0.430445875470129,1.00029979999118,15775,0,1,"phij[7]"
"phij[8]",0.328136787896639,0.044071479242973,0.251070978922726,0.300280218388817,0.324200606607229,0.350879810088964,0.430741376365981,1.00006069272997,40000,0,1,"phij[8]"
"phij[9]",0.293821883287105,0.0441703963083523,0.197824143373276,0.267037241216088,0.298315728738446,0.323406545970812,0.372045481964917,1.00029557047425,7828,0,1,"phij[9]"
"phij[10]",0.292509460501973,0.0457939780299848,0.192122590512506,0.265100282163974,0.297571481041217,0.32317356347799,0.372657980188171,1.00019453887265,14286,0,1,"phij[10]"
"phij[11]",0.316548308389877,0.0458637166543102,0.229395626509598,0.289588936230508,0.31495477466575,0.340668269324377,0.417110394215942,1.00043087394466,12756,0,1,"phij[11]"
"phij[12]",0.30814976532159,0.0460020831891469,0.208801475513548,0.282474116686917,0.310252472353397,0.33523015003313,0.399107741968927,1.00007447012389,40000,0,1,"phij[12]"
"phij[13]",0.335375235439847,0.0521069338743473,0.250527425411982,0.303441659265503,0.328271527555185,0.358633056155933,0.462631072834731,1.00004708729612,40000,0,1,"phij[13]"
"phij[14]",0.338033300505609,0.0523331790104183,0.252816778311522,0.305754345285062,0.330588439948671,0.362172248747665,0.467431823391517,1.00004208090921,37753,0,1,"phij[14]"
"phij[15]",0.339509269206665,0.0538390045839468,0.25483636215387,0.305963183123871,0.331228779807353,0.363513037293004,0.472987877633167,1.0000493989495,36481,0,1,"phij[15]"
"phij[16]",0.315647425222089,0.0463994694339721,0.221711831839477,0.288993198812807,0.315336438691896,0.340952024438137,0.412972058125784,1.00019423201612,22065,0,1,"phij[16]"
"phij[17]",0.295535627999946,0.0492547968415278,0.181252101810669,0.268734051715437,0.301432860804214,0.32720676236025,0.38116941864038,1.00047830877852,6616,0,1,"phij[17]"
"phij[18]",0.311854758013292,0.0484818917287345,0.212410038655479,0.284679196579558,0.312510053286963,0.338521009932504,0.412939423913076,1.00027599906002,15934,0,1,"phij[18]"
"phij[19]",0.304907717030537,0.0499116942977703,0.194586150172348,0.278143409177209,0.308347524019492,0.333876088289289,0.400715402300418,1.00024588021515,12354,0,1,"phij[19]"
"phij[20]",0.311379727792316,0.0501152069946217,0.205628341176403,0.284106325191434,0.312589324856843,0.338935292124173,0.41412386973456,1.00013377621931,40000,0,1,"phij[20]"
"phij[21]",0.323353822733543,0.0527058350746982,0.224845550616396,0.293823643852582,0.320516656416268,0.348690093244725,0.443755054248887,1.00036133259297,23768,0,1,"phij[21]"
"phij[22]",0.32077197354098,0.0532038121032572,0.215379853238311,0.291787216752311,0.318652328135859,0.346526908612964,0.440759073364587,1.0001195772217,28217,0,1,"phij[22]"
"phij[23]",0.320250030418567,0.0529554329384316,0.217182621562044,0.291261329813289,0.318529561615879,0.346166698952274,0.439185565056953,1.00012867686786,40000,0,1,"phij[23]"
"phij[24]",0.32091717353904,0.0537684844899139,0.216711585414196,0.291743692838939,0.318715216891978,0.3468423629018,0.44103081958116,1.00005474816684,40000,0,1,"phij[24]"
"phij[25]",0.32086552005583,0.0531973491685469,0.215815324137155,0.291928557864471,0.318651885229841,0.346726641860565,0.440927578732939,1.00015993989441,40000,0,1,"phij[25]"
"phij[26]",0.321103178210906,0.0530904061522961,0.217766889014622,0.292220146765657,0.319049755156224,0.346666443857013,0.4393884217183,1.00030103169579,38115,0,1,"phij[26]"
"phij[27]",0.320193069324977,0.052955584901156,0.216957545150117,0.291334812535805,0.318287220677185,0.345931720262941,0.437102906879313,1.00010973071789,40000,0,1,"phij[27]"
"phij[28]",0.320439466403495,0.053218956363514,0.215688188258583,0.291312116947989,0.318500344947226,0.346338696821299,0.438869631378501,1.00024026701734,40000,0,1,"phij[28]"
"phij[29]",0.320895758553964,0.0527235978405904,0.217760886993618,0.291811238291276,0.318661148819102,0.346615543503875,0.439391541502318,1.0001152249099,40000,0,1,"phij[29]"
"phij[30]",0.320796047796703,0.0533318055158248,0.216733415296785,0.291522019973943,0.318735896195789,0.346818517835348,0.439047967180114,1.0001064595623,27113,0,1,"phij[30]"
"phij[31]",0.320761422147659,0.0531533321960034,0.216635827946528,0.291992332474471,0.319161186275225,0.346072410915942,0.440953777091004,0.999979689720201,40000,0,1,"phij[31]"
"phij[32]",0.320882261565807,0.0536279224910494,0.21705352244239,0.291512251734301,0.318816245456613,0.346881260450875,0.44089232883268,1.00011936444762,40000,0,1,"phij[32]"
"phij[33]",0.320706539489092,0.0532307005565617,0.21554406666866,0.291445428768531,0.319068737615467,0.346923072063283,0.440044314668254,1.00018241183065,31934,0,1,"phij[33]"
"phij[34]",0.320404701159167,0.0532722318610926,0.216442326112915,0.291389755955044,0.318570678758181,0.346316728581865,0.438795038554843,1.0001966038091,21982,0,1,"phij[34]"
"phij[35]",0.320846895755498,0.0531741435357481,0.218186277667873,0.291712554923758,0.318726732131546,0.346802674182522,0.440490068785939,1.0002205252339,25731,0,1,"phij[35]"
"phij[36]",0.320580125451194,0.053316811894546,0.21587213966302,0.29161694767391,0.318701184830401,0.346535390477264,0.438324505971589,1.00013628652129,40000,0,1,"phij[36]"
"phij[37]",0.32063036126472,0.0531545741374993,0.217655987428991,0.291478822507875,0.318467850251387,0.346170746250842,0.440587409050544,1.00027104889703,25138,0,1,"phij[37]"
"phij[38]",0.320689257602191,0.0533423183263073,0.216340032848489,0.29161240821519,0.318922161651369,0.346746214505928,0.440320660992912,1.0000094906004,40000,0,1,"phij[38]"
"phij[39]",0.320683141662204,0.0533392115331466,0.216964924083773,0.291536712266251,0.318647987102198,0.346398051690576,0.441429578624442,1.00026485023861,27131,0,1,"phij[39]"
"phij[40]",0.320669863305534,0.0527856462276835,0.217353056652524,0.29171326298963,0.318545471814493,0.34646979135695,0.438680009375989,1.00003293895373,40000,0,1,"phij[40]"
"phij[41]",0.321044053899155,0.0537942540955881,0.217428326087768,0.291735065691488,0.318873703871271,0.346699954114087,0.441360750560571,1.00011481322051,40000,0,1,"phij[41]"
"phij[42]",0.32046005054693,0.0530936377776391,0.216389931570903,0.291661552088825,0.318519879226722,0.346270666098307,0.437818447063592,1.0000606086249,40000,0,1,"phij[42]"
"phia[1]",0.419287709968257,0.0463141651406798,0.327071333353191,0.390804648891311,0.418945795625706,0.447220406234903,0.513991375038721,1.00038171041954,10247,0,1,"phia[1]"
"phia[2]",0.435987581255243,0.0492595571121869,0.348908622833367,0.403851478044609,0.432223427021259,0.463374024869773,0.547649001109095,1.00029425895864,8295,0,1,"phia[2]"
"phia[3]",0.439547226933691,0.0503496114321847,0.350903340896809,0.4066762381446,0.434990685157204,0.46783833262212,0.554021985224308,1.00005869959816,27208,0,1,"phia[3]"
"phia[4]",0.434994749384853,0.0491847915342836,0.346104053973649,0.403465408236428,0.43137132779214,0.462475055473934,0.54398744107474,1.000021796497,40000,0,1,"phia[4]"
"phia[5]",0.431225946118146,0.0484754214598159,0.341247475365203,0.400431919525313,0.428337166857072,0.458734417248063,0.53774684337263,1.00003058367352,40000,0,1,"phia[5]"
"phia[6]",0.432575244707953,0.04898312063101,0.342547111432724,0.401579339925759,0.42946412941785,0.460078151216944,0.541463040457753,1.00038923301912,6977,0,1,"phia[6]"
"phia[7]",0.432466891657767,0.0496955549984918,0.34181987864423,0.401008457252876,0.428926005230025,0.459885546279331,0.543513239878673,1.0003921191513,8405,0,1,"phia[7]"
"phia[8]",0.430234573577109,0.0501516622047629,0.339977033614765,0.398073912675079,0.4266396865382,0.457447179054728,0.543262631596174,1.000150265277,40000,0,1,"phia[8]"
"phia[9]",0.391355093508033,0.0521047115379206,0.275588937651269,0.360139498857624,0.396604928091477,0.426521255550119,0.482594148154723,1.00020340127733,12457,0,1,"phia[9]"
"phia[10]",0.389739687738811,0.0539569150913593,0.269081415243527,0.358035336487015,0.395489551375311,0.4261383669965,0.482613718426448,1.00002494586859,35670,0,1,"phia[10]"
"phia[11]",0.417163895885068,0.0525889263238481,0.31526725304219,0.385770024043397,0.415964089487175,0.446745819832819,0.530199243218806,1.00022239822475,29472,0,1,"phia[11]"
"phia[12]",0.40764126601448,0.0536472792624419,0.291030864207074,0.377792502067604,0.410493480430661,0.440440342481262,0.509868712809513,1.00011653335536,40000,0,1,"phia[12]"
"phia[13]",0.437874898835811,0.0576714603371654,0.33951218301495,0.401887762059647,0.431490307823113,0.466226153865096,0.575580468553372,1.00006807505372,26754,0,1,"phia[13]"
"phia[14]",0.440794825233359,0.0577806863845709,0.34263104208946,0.403998019521218,0.433932077712335,0.469865527790054,0.57899734235127,1.0002403951418,25526,0,1,"phia[14]"
"phia[15]",0.44234970378275,0.0590331239576294,0.344556693366836,0.404893167089797,0.434794245684049,0.471199959809898,0.584273086378537,1.0001550781046,16804,0,1,"phia[15]"
"phia[16]",0.41611455972839,0.0533497680160047,0.306606238247749,0.385099878954208,0.41628540367285,0.44675577934746,0.526296527825135,1.00006731150695,33607,0,1,"phia[16]"
"phia[17]",0.393056128380292,0.0583111035828627,0.256145848826284,0.362372794926576,0.400484153118744,0.430656194170644,0.492824930645761,1.00035667845538,8847,0,1,"phia[17]"
"phia[18]",0.411707436072034,0.055578961224447,0.293729930839454,0.380652207302664,0.412934036519093,0.44362729455312,0.524256691748957,1.00020132781346,34005,0,1,"phia[18]"
"phia[19]",0.403767627361365,0.0585285930553366,0.271455207776419,0.372828015681776,0.408126427031563,0.438843951920416,0.513617781370017,1.00014839258296,17574,0,1,"phia[19]"
"phia[20]",0.411092761268051,0.0577959692758671,0.285576742970869,0.379644714622406,0.413378823999809,0.444061352297007,0.527464340811702,1.00016159812304,40000,0,1,"phia[20]"
"phia[21]",0.424439651968283,0.0592406589858202,0.308951840237588,0.390858239580145,0.422018138106097,0.455113103235181,0.554638437073899,1.00047112543393,39788,0,1,"phia[21]"
"phia[22]",0.42151701093782,0.0603750956398768,0.299098553348302,0.388418405792871,0.419813097988691,0.452755269393693,0.552196330851142,1.0001067572764,40000,0,1,"phia[22]"
"phia[23]",0.420924308089876,0.0594593910318594,0.300420829691089,0.388205596036745,0.419804332819825,0.452260699645881,0.548198414765102,1.00010235786771,40000,0,1,"phia[23]"
"phia[24]",0.421649358247641,0.0603561147713697,0.299407673642584,0.389004940772816,0.420249848305664,0.452535050529532,0.551845427766724,1.00022509788618,25007,0,1,"phia[24]"
"phia[25]",0.421611725494577,0.0598935020849556,0.29991560454657,0.388482261344297,0.420131967497569,0.452977290255525,0.552442438208646,1.00021046704051,20851,0,1,"phia[25]"
"phia[26]",0.421882786870397,0.0599457760151454,0.300890708063591,0.388812303344894,0.420323421346128,0.452887335964887,0.552168908625253,1.00012815465494,40000,0,1,"phia[26]"
"phia[27]",0.420896631525554,0.0598972487745473,0.298553742064507,0.388043988666949,0.419797604622751,0.45239605584965,0.550337206221467,1.00008052978525,40000,0,1,"phia[27]"
"phia[28]",0.421135125443063,0.0602245107350267,0.299273607070077,0.387834566993539,0.419987255789206,0.453037571430887,0.550884851124755,1.0002500224247,40000,0,1,"phia[28]"
"phia[29]",0.421684473216061,0.0597194099304214,0.300934867483321,0.388792884951393,0.420525170758335,0.452803211961837,0.551644453462351,1.00008676933851,40000,0,1,"phia[29]"
"phia[30]",0.421545456810946,0.0603174363178145,0.299634489552178,0.388606791540982,0.420245566941819,0.452935020406166,0.551692770297125,1.00020709889508,12316,0,1,"phia[30]"
"phia[31]",0.421509753259808,0.0601414556179826,0.300182879262717,0.388550199013803,0.420553376822816,0.452879691421065,0.551634521736893,1.00005461192543,40000,0,1,"phia[31]"
"phia[32]",0.421631948528947,0.0606486349077363,0.298840957595774,0.388486886444428,0.420526348882842,0.452833211102415,0.554688692428266,1.00025439419243,40000,0,1,"phia[32]"
"phia[33]",0.421427015601224,0.060069732805285,0.299670493284867,0.388602132840022,0.42018146054216,0.452661074330978,0.552255413623619,1.00021708140021,40000,0,1,"phia[33]"
