parm,mean,sd,lcl,25%,median,75%,ucl,Rhat,n.eff,overlap0,f,parm
"db[35,13]",0.249857024,0.069664324,0.114319498,0.202689878,0.249740118,0.296987976,0.38668024,1.000038289,33811,0,1,"db[35,13]"
"db[36,13]",0.25005957,0.069632391,0.114386409,0.202551304,0.250602128,0.297084548,0.386197551,1.000084422,19270,0,1,"db[36,13]"
"db[37,13]",0.250270323,0.070003492,0.112769071,0.202942116,0.250442535,0.297466612,0.387009,0.999968907,40000,0,1,"db[37,13]"
"db[38,13]",0.2495534,0.070013667,0.111907891,0.202315009,0.24970465,0.2968049,0.387030674,1.00000969,40000,0,1,"db[38,13]"
"db[1,14]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,14]"
"db[2,14]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,14]"
"db[3,14]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,14]"
"db[4,14]",0.250267528,0.069707304,0.1140749,0.202905607,0.250376714,0.297049671,0.386842283,0.999977933,40000,0,1,"db[4,14]"
"db[5,14]",0.250394471,0.069802261,0.112837668,0.203461167,0.250259655,0.297594786,0.387552654,1.000113821,19845,0,1,"db[5,14]"
"db[6,14]",0.250072148,0.070026735,0.112952641,0.202520342,0.249997631,0.297330397,0.388018085,1.000099874,17229,0,1,"db[6,14]"
"db[7,14]",0.250550786,0.069994509,0.112361686,0.203049966,0.250795514,0.29790706,0.388320054,1.000099968,31985,0,1,"db[7,14]"
"db[8,14]",0.249778703,0.069971768,0.112441211,0.202468753,0.249427158,0.296935481,0.38693224,1.000032915,37181,0,1,"db[8,14]"
"db[9,14]",0.249762972,0.069957148,0.113262022,0.202458363,0.249627776,0.297383951,0.386637436,1.000017609,40000,0,1,"db[9,14]"
"db[10,14]",0.250230713,0.070473437,0.112308961,0.202977696,0.250073204,0.297637145,0.389423002,1.000068745,21223,0,1,"db[10,14]"
"db[11,14]",0.250262401,0.069845216,0.113220015,0.202677163,0.250224979,0.297638858,0.387259115,1.000098183,32207,0,1,"db[11,14]"
"db[12,14]",0.250089057,0.069796527,0.113863459,0.20352566,0.250292265,0.296892066,0.386918256,0.999967389,40000,0,1,"db[12,14]"
"db[13,14]",0.250302673,0.069834516,0.113473806,0.203329945,0.250286885,0.297939007,0.386671279,1.000041284,40000,0,1,"db[13,14]"
"db[14,14]",0.249595464,0.069743149,0.113440112,0.20254528,0.249239416,0.296344792,0.387088362,1.000030494,40000,0,1,"db[14,14]"
"db[15,14]",0.249958319,0.069970995,0.111145163,0.203101606,0.250115447,0.297214077,0.386471491,0.999966372,40000,0,1,"db[15,14]"
"db[16,14]",0.249522963,0.070201558,0.112693994,0.201977825,0.249205791,0.29715567,0.387407623,1.000006267,40000,0,1,"db[16,14]"
"db[17,14]",0.249919968,0.070357392,0.112096817,0.202300254,0.249921436,0.297931716,0.387916836,0.999977549,40000,0,1,"db[17,14]"
"db[18,14]",0.249621455,0.069687265,0.113384024,0.202160131,0.249972951,0.296507835,0.387285742,0.999996977,40000,0,1,"db[18,14]"
"db[19,14]",0.250422883,0.069704749,0.11348347,0.202859215,0.250552485,0.29742868,0.388254638,1.00001768,40000,0,1,"db[19,14]"
"db[20,14]",0.249870122,0.06976086,0.114105564,0.202793257,0.249405553,0.296983224,0.387755427,1.000059816,26230,0,1,"db[20,14]"
"db[21,14]",0.250709567,0.069754373,0.11501242,0.203708379,0.250986204,0.297655818,0.388333257,1.000014166,40000,0,1,"db[21,14]"
"db[22,14]",0.249684445,0.070031014,0.110713325,0.202888593,0.249494703,0.297153064,0.38785304,1.00013874,15065,0,1,"db[22,14]"
"db[23,14]",0.250280015,0.069802525,0.11334916,0.203308902,0.250234384,0.297745153,0.387242625,1.000082722,26879,0,1,"db[23,14]"
"db[24,14]",0.250481541,0.069982253,0.114296031,0.202792184,0.250383761,0.297454064,0.389082435,1.000005131,40000,0,1,"db[24,14]"
"db[25,14]",0.250231634,0.0696831,0.114353902,0.202869099,0.249988655,0.29717951,0.387363798,1.00005092,37545,0,1,"db[25,14]"
"db[26,14]",0.249634134,0.070043229,0.112764818,0.202135027,0.249766671,0.296901524,0.387288021,1.00014026,14213,0,1,"db[26,14]"
"db[27,14]",0.249963777,0.070390589,0.112405726,0.202462125,0.24980515,0.296589215,0.389487635,1.000050891,33914,0,1,"db[27,14]"
"db[28,14]",0.249804651,0.069699926,0.111759604,0.20248569,0.250142926,0.297159208,0.38525453,1.000021851,40000,0,1,"db[28,14]"
"db[29,14]",0.249796358,0.06986407,0.112535941,0.203235684,0.249905384,0.297343284,0.386932217,1.000025065,40000,0,1,"db[29,14]"
"db[30,14]",0.249592062,0.06961023,0.11377495,0.202505698,0.249406012,0.296389884,0.386247816,1.000018326,37743,0,1,"db[30,14]"
"db[31,14]",0.24984479,0.07025458,0.112355397,0.202230753,0.249415456,0.297410934,0.388523673,1.000006715,40000,0,1,"db[31,14]"
"db[32,14]",0.250017826,0.07006316,0.112175437,0.202831236,0.250215476,0.296632037,0.38736296,0.99999177,40000,0,1,"db[32,14]"
"db[33,14]",0.249916043,0.070398586,0.112577958,0.202454098,0.249732384,0.297467111,0.387904339,1.000040972,40000,0,1,"db[33,14]"
"db[34,14]",0.249661496,0.069946236,0.112296803,0.202378365,0.249579274,0.297239138,0.38749842,1.000109861,16040,0,1,"db[34,14]"
"db[35,14]",0.250307438,0.06963507,0.113938548,0.20287157,0.250238239,0.297303497,0.387184886,0.999976067,40000,0,1,"db[35,14]"
"db[36,14]",0.250048989,0.069939173,0.112428085,0.202721083,0.249788922,0.297085096,0.386294935,0.9999797,40000,0,1,"db[36,14]"
"db[37,14]",0.249662507,0.07011966,0.113003421,0.202472756,0.249746841,0.296856649,0.387065723,1.000056486,28983,0,1,"db[37,14]"
"db[38,14]",0.249885204,0.069800987,0.111107289,0.203282982,0.250517799,0.296633808,0.386300639,1.000018057,40000,0,1,"db[38,14]"
"db[1,15]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,15]"
"db[2,15]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,15]"
"db[3,15]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,15]"
"db[4,15]",0.250512895,0.069392953,0.113913739,0.203685524,0.250228635,0.297646948,0.386142608,1.000000263,40000,0,1,"db[4,15]"
"db[5,15]",0.249687305,0.069933072,0.112868914,0.202125339,0.249903909,0.296926971,0.386835819,1.000111438,17025,0,1,"db[5,15]"
"db[6,15]",0.24975975,0.06986958,0.113204951,0.202438348,0.249468482,0.297009991,0.386356148,0.999995915,40000,0,1,"db[6,15]"
"db[7,15]",0.250066634,0.069940254,0.113451698,0.203091867,0.249754053,0.29707191,0.387913915,1.00001947,39728,0,1,"db[7,15]"
"db[8,15]",0.250641423,0.0698427,0.113855847,0.20356056,0.250441371,0.297830425,0.387309065,1.000152875,13433,0,1,"db[8,15]"
"db[9,15]",0.250527987,0.069838671,0.1148687,0.203130909,0.250213388,0.297263423,0.387211487,0.999967914,40000,0,1,"db[9,15]"
"db[10,15]",0.25010701,0.070228001,0.113473939,0.202220711,0.250279499,0.297592586,0.387216227,1.0002319,8900,0,1,"db[10,15]"
"db[11,15]",0.250362431,0.069926513,0.113070201,0.203115646,0.250112805,0.297198912,0.387628794,1.000051302,29697,0,1,"db[11,15]"
"db[12,15]",0.249986331,0.070165922,0.112493093,0.202597257,0.250499624,0.297118384,0.387791684,1.000022214,40000,0,1,"db[12,15]"
"db[13,15]",0.250254838,0.069741701,0.115000236,0.202780714,0.250032119,0.297130479,0.389127801,1.000063408,37231,0,1,"db[13,15]"
"db[14,15]",0.250232011,0.070285919,0.112567176,0.202564848,0.249975654,0.297663772,0.386993764,1.000014947,40000,0,1,"db[14,15]"
"db[15,15]",0.250156296,0.069584722,0.114791312,0.203133522,0.250252376,0.29707459,0.38586382,1.000054599,40000,0,1,"db[15,15]"
"db[16,15]",0.250408194,0.069859966,0.114024845,0.202947166,0.250187378,0.297263618,0.388980181,1.000047766,40000,0,1,"db[16,15]"
"db[17,15]",0.25040679,0.069778459,0.11341028,0.203482414,0.250851181,0.297781804,0.387082563,1.000020525,40000,0,1,"db[17,15]"
"db[18,15]",0.249998776,0.069689157,0.112916272,0.203090912,0.250120833,0.297015,0.385591958,1.000042489,32451,0,1,"db[18,15]"
"db[19,15]",0.250655929,0.069720488,0.113717718,0.203661807,0.25075366,0.297732958,0.386964967,1.000013173,40000,0,1,"db[19,15]"
"db[20,15]",0.249633933,0.069836533,0.11379867,0.202221747,0.249658476,0.296549373,0.386846336,1.00013638,14403,0,1,"db[20,15]"
"db[21,15]",0.250110054,0.069885133,0.112881928,0.202895478,0.250012825,0.297131962,0.386656426,1.0000654,28067,0,1,"db[21,15]"
"db[22,15]",0.249922641,0.069839786,0.1129286,0.202994298,0.250067127,0.297074002,0.386964296,1.000017144,40000,0,1,"db[22,15]"
"db[23,15]",0.250090853,0.069961102,0.113408857,0.202689745,0.250285544,0.297043711,0.387612073,1.000072085,21464,0,1,"db[23,15]"
"db[24,15]",0.250192704,0.069658274,0.114133945,0.202599441,0.250286098,0.297438973,0.386603454,1.000081182,27856,0,1,"db[24,15]"
"db[25,15]",0.250348016,0.070010583,0.113354987,0.203040407,0.250458335,0.297289606,0.387594762,1.000102616,18556,0,1,"db[25,15]"
"db[26,15]",0.249986669,0.070183432,0.112872733,0.202665103,0.250174234,0.297605328,0.387012367,1.00002492,40000,0,1,"db[26,15]"
"db[27,15]",0.250260812,0.070316585,0.111830205,0.202615487,0.250791337,0.298336173,0.387350422,1.000000699,40000,0,1,"db[27,15]"
"db[28,15]",0.250154946,0.069872088,0.113330405,0.203158334,0.250366365,0.297375913,0.38679872,0.999966858,40000,0,1,"db[28,15]"
"db[29,15]",0.249765875,0.070083848,0.114140304,0.202311603,0.249581063,0.29703523,0.388757199,1.000007259,40000,0,1,"db[29,15]"
"db[30,15]",0.250101942,0.069779604,0.112695808,0.203475686,0.249585184,0.29696095,0.389063132,0.999999812,40000,0,1,"db[30,15]"
"db[31,15]",0.249567999,0.070182793,0.112314861,0.202125686,0.249611294,0.296807685,0.387765132,0.99998989,40000,0,1,"db[31,15]"
"db[32,15]",0.250832738,0.06970427,0.11476364,0.204003587,0.250961557,0.297777079,0.387244713,0.999996118,40000,0,1,"db[32,15]"
"db[33,15]",0.250138162,0.06974146,0.114669612,0.202723532,0.249996605,0.297130388,0.386288881,0.999967367,40000,0,1,"db[33,15]"
"db[34,15]",0.250417827,0.07062274,0.111135371,0.202546522,0.250141172,0.297974595,0.388635649,0.999998694,40000,0,1,"db[34,15]"
"db[35,15]",0.249910829,0.069660059,0.113534748,0.203077847,0.249734381,0.296603628,0.38638271,1.000057131,28545,0,1,"db[35,15]"
"db[36,15]",0.249530775,0.07024072,0.110918018,0.202573596,0.249709436,0.296816992,0.387436914,0.999967024,40000,0,1,"db[36,15]"
"db[37,15]",0.250213621,0.069219368,0.115218108,0.203303355,0.250004605,0.296915426,0.386038608,1.000110889,20502,0,1,"db[37,15]"
"db[38,15]",0.250184709,0.070185868,0.113547824,0.202759466,0.250267648,0.29741992,0.388943478,1.000067301,26203,0,1,"db[38,15]"
"db[1,16]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,16]"
"db[2,16]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,16]"
"db[3,16]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,16]"
"db[4,16]",0.250216595,0.069850826,0.113008303,0.203739885,0.250385223,0.296767689,0.388436636,1.000048534,37094,0,1,"db[4,16]"
"db[5,16]",0.24931126,0.069464667,0.114006307,0.202260768,0.249394571,0.295929354,0.386146564,1.000139138,28415,0,1,"db[5,16]"
"db[6,16]",0.250087075,0.070048876,0.113316161,0.202557331,0.24990929,0.297528213,0.386494618,1.000020892,40000,0,1,"db[6,16]"
"db[7,16]",0.250636389,0.069757728,0.113613809,0.203621314,0.250313142,0.298362011,0.387160514,1.000004655,40000,0,1,"db[7,16]"
"db[8,16]",0.250382368,0.070047286,0.113985944,0.203044211,0.249699708,0.29808848,0.388213057,1.000037468,30668,0,1,"db[8,16]"
"db[9,16]",0.250124124,0.069879035,0.113006372,0.202685721,0.250404418,0.297043586,0.387550678,1.000006323,40000,0,1,"db[9,16]"
"db[10,16]",0.250014781,0.069834401,0.113781399,0.202593255,0.249756544,0.296986029,0.387853174,1.000017702,40000,0,1,"db[10,16]"
"db[11,16]",0.249633269,0.069961705,0.112499822,0.202054331,0.249710686,0.297067252,0.385105461,0.999985695,40000,0,1,"db[11,16]"
"db[12,16]",0.249796354,0.069962902,0.113344688,0.202393936,0.24961892,0.297356033,0.387089058,1.000012765,40000,0,1,"db[12,16]"
"db[13,16]",0.249822951,0.069093013,0.114494792,0.202769237,0.249878509,0.296580445,0.385469023,0.999985042,40000,0,1,"db[13,16]"
"db[14,16]",0.249992034,0.069777134,0.113701527,0.202979703,0.249837409,0.296887791,0.387564789,1.000020681,40000,0,1,"db[14,16]"
"db[15,16]",0.249585466,0.069826511,0.112650646,0.201794579,0.249407652,0.296661279,0.386129681,1.000181496,17662,0,1,"db[15,16]"
"db[16,16]",0.249811298,0.069418998,0.114645761,0.202773143,0.249671007,0.297068098,0.38689047,1.000003547,40000,0,1,"db[16,16]"
"db[17,16]",0.25099827,0.070028627,0.113004727,0.204067395,0.251352991,0.29874958,0.387501978,1.00010764,26674,0,1,"db[17,16]"
"db[18,16]",0.250240973,0.070148273,0.112093175,0.203178376,0.250035639,0.297262257,0.388053274,1.000127677,17405,0,1,"db[18,16]"
"db[19,16]",0.250568015,0.069922484,0.114399892,0.20308328,0.250419115,0.297654952,0.387558981,1.000052186,25685,0,1,"db[19,16]"
"db[20,16]",0.249748381,0.070185224,0.112580677,0.202020287,0.249696389,0.297229165,0.386216832,1.000061134,40000,0,1,"db[20,16]"
"db[21,16]",0.249547808,0.070400357,0.111734583,0.202288298,0.249491078,0.296847517,0.387991686,1.00002429,40000,0,1,"db[21,16]"
"db[22,16]",0.250218039,0.070372727,0.11327505,0.202406605,0.249985149,0.297910395,0.388500016,1.000106343,16299,0,1,"db[22,16]"
"db[23,16]",0.249325328,0.070140372,0.1109389,0.202116239,0.249485993,0.296989223,0.385620131,1.000083481,25246,0,1,"db[23,16]"
"db[24,16]",0.249957455,0.069860944,0.113312678,0.202787895,0.249805801,0.296801469,0.386892316,1.000073775,26753,0,1,"db[24,16]"
"db[25,16]",0.250722252,0.069858993,0.113869372,0.203156224,0.250907522,0.297280802,0.388363372,1.000078109,21633,0,1,"db[25,16]"
"db[26,16]",0.250580632,0.069819773,0.113533644,0.203235192,0.251058408,0.297332334,0.38660048,0.999986557,40000,0,1,"db[26,16]"
"db[27,16]",0.250673377,0.06967585,0.114588442,0.202953013,0.250817326,0.297610713,0.388893963,0.999962094,40000,0,1,"db[27,16]"
"db[28,16]",0.250370648,0.07005036,0.112863767,0.203059086,0.251036748,0.297165666,0.388136214,1.00010235,21810,0,1,"db[28,16]"
"db[29,16]",0.250269367,0.069851217,0.112138458,0.203223991,0.249843017,0.297541298,0.387328085,1.000020405,40000,0,1,"db[29,16]"
"db[30,16]",0.249779281,0.069862162,0.114069805,0.20254158,0.249556819,0.296390023,0.388100583,1.000066161,23844,0,1,"db[30,16]"
"db[31,16]",0.250516157,0.070081027,0.113119034,0.203337284,0.25008991,0.298145456,0.387936437,1.00002895,37630,0,1,"db[31,16]"
"db[32,16]",0.249656091,0.069889545,0.113542452,0.202464107,0.249954344,0.296784692,0.387229767,0.999990565,40000,0,1,"db[32,16]"
"db[33,16]",0.250158589,0.069925329,0.113101188,0.202942031,0.249819328,0.297121524,0.387520325,1.000089603,18827,0,1,"db[33,16]"
"db[34,16]",0.249784671,0.070150616,0.111650453,0.202616727,0.25011946,0.297209251,0.386286843,1.000076028,29003,0,1,"db[34,16]"
"db[35,16]",0.250045216,0.069899699,0.11370428,0.202928336,0.250080841,0.297205509,0.386666415,0.999998599,40000,0,1,"db[35,16]"
"db[36,16]",0.250076013,0.070046446,0.112238082,0.202834272,0.249799869,0.297125116,0.387859985,1.000078328,35314,0,1,"db[36,16]"
"db[37,16]",0.250367962,0.070063104,0.113511499,0.202899019,0.250369171,0.297596546,0.387384426,1.000042609,40000,0,1,"db[37,16]"
"db[38,16]",0.25002087,0.069693224,0.112486917,0.203109856,0.2498012,0.296975357,0.387582041,1.000006093,40000,0,1,"db[38,16]"
"db[1,17]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,17]"
"db[2,17]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,17]"
"db[3,17]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,17]"
"db[4,17]",0.249895744,0.06959825,0.112777167,0.203079196,0.24990764,0.297301623,0.385135711,1.000185208,11012,0,1,"db[4,17]"
"db[5,17]",0.250296937,0.070118122,0.113163815,0.202801747,0.250106461,0.297929547,0.388260993,1.000039822,40000,0,1,"db[5,17]"
"db[6,17]",0.24913097,0.069900156,0.112036943,0.201694398,0.248734045,0.296149393,0.386873308,1.000033311,40000,0,1,"db[6,17]"
"db[7,17]",0.24998621,0.070443401,0.112181521,0.20228357,0.250235139,0.29764239,0.388580827,1.000182364,12206,0,1,"db[7,17]"
"db[8,17]",0.250023146,0.069788922,0.112752941,0.202496197,0.250320197,0.2972349,0.385911436,1.000043432,40000,0,1,"db[8,17]"
"db[9,17]",0.250097753,0.069846013,0.112598121,0.203283525,0.249891993,0.296951032,0.387817084,1.000037454,40000,0,1,"db[9,17]"
"db[10,17]",0.249778968,0.069827034,0.113193465,0.202667024,0.249369455,0.296940287,0.386591769,1.000038703,34371,0,1,"db[10,17]"
"db[11,17]",0.251012503,0.069860057,0.113791678,0.203984153,0.250778281,0.298232743,0.387478334,0.999979939,40000,0,1,"db[11,17]"
"db[12,17]",0.249806982,0.070331228,0.112874635,0.202072185,0.249930875,0.297015698,0.387865576,0.999986517,40000,0,1,"db[12,17]"
"db[13,17]",0.249968769,0.069714888,0.113731588,0.202709008,0.250520372,0.297004585,0.386850171,1.000000529,40000,0,1,"db[13,17]"
"db[14,17]",0.249925448,0.069887733,0.11313903,0.202938658,0.249457977,0.297284477,0.387136168,1.000027927,40000,0,1,"db[14,17]"
"db[15,17]",0.250261918,0.069984306,0.113758331,0.202281983,0.250214115,0.297863284,0.388363215,1.000071255,22073,0,1,"db[15,17]"
"db[16,17]",0.249737516,0.069832348,0.1127065,0.202669274,0.249940831,0.297351579,0.386092874,1.000042331,30447,0,1,"db[16,17]"
"db[17,17]",0.249499351,0.06984229,0.112727246,0.202556387,0.249582912,0.29634687,0.386868785,1.000006644,40000,0,1,"db[17,17]"
"db[18,17]",0.250355423,0.069888781,0.111668271,0.203324975,0.250101775,0.297460418,0.386725623,1.000027191,40000,0,1,"db[18,17]"
"db[19,17]",0.250184085,0.06996191,0.113881813,0.203294617,0.250146666,0.296977026,0.388447175,1.000019914,40000,0,1,"db[19,17]"
"db[20,17]",0.250077924,0.069756272,0.113924567,0.202899598,0.249882878,0.297278776,0.387021627,1.000030016,34861,0,1,"db[20,17]"
"db[21,17]",0.250231826,0.069605975,0.114362885,0.202995885,0.25023725,0.296847538,0.387555316,1.000051886,27618,0,1,"db[21,17]"
"db[22,17]",0.250081276,0.069819881,0.113336386,0.203134324,0.250256024,0.296968886,0.387166375,0.999968049,40000,0,1,"db[22,17]"
"db[23,17]",0.2500142,0.069837899,0.114501441,0.202721384,0.249638665,0.297302701,0.387901138,0.999986631,40000,0,1,"db[23,17]"
"db[24,17]",0.25037944,0.069918949,0.113213301,0.203195849,0.250661035,0.297577389,0.387225548,1.000089067,19971,0,1,"db[24,17]"
"db[25,17]",0.249867728,0.069756425,0.111981871,0.202976694,0.249821855,0.29658919,0.38664509,1.000032764,40000,0,1,"db[25,17]"
"db[26,17]",0.250574924,0.069586499,0.114708773,0.203261283,0.250362585,0.297642657,0.386921239,1.00001812,40000,0,1,"db[26,17]"
"db[27,17]",0.250134848,0.069720717,0.115007442,0.202887927,0.250113667,0.29709026,0.387048807,1.000005142,40000,0,1,"db[27,17]"
"db[28,17]",0.250420732,0.069874456,0.112510992,0.202870386,0.250471175,0.297730763,0.387642556,0.999993117,40000,0,1,"db[28,17]"
"db[29,17]",0.250032005,0.069694908,0.112908249,0.203119845,0.250110912,0.296962333,0.387552757,1.000131346,19839,0,1,"db[29,17]"
"db[30,17]",0.249827949,0.069725214,0.112908788,0.203397031,0.249743702,0.296233892,0.386605428,0.999977758,40000,0,1,"db[30,17]"
"db[31,17]",0.249649941,0.070147697,0.112151124,0.202472125,0.24970197,0.297006088,0.386933316,1.00008999,24078,0,1,"db[31,17]"
"db[32,17]",0.250331751,0.070269115,0.112918511,0.202705906,0.250253713,0.297691536,0.388433229,1.000027452,40000,0,1,"db[32,17]"
"db[33,17]",0.249675264,0.070092698,0.113219304,0.202402766,0.249751956,0.296993036,0.385764855,0.999960691,40000,0,1,"db[33,17]"
"db[34,17]",0.250251651,0.070299665,0.112657197,0.202916332,0.25023813,0.297677892,0.388090769,1.000098288,19032,0,1,"db[34,17]"
"db[35,17]",0.249836672,0.069508645,0.11367101,0.202925343,0.250008243,0.296568712,0.387609709,1.0000817,23440,0,1,"db[35,17]"
"db[36,17]",0.249852789,0.069808338,0.11336225,0.202393989,0.250254033,0.296766984,0.38588371,1.000074657,33845,0,1,"db[36,17]"
"db[37,17]",0.250098181,0.069763817,0.112454694,0.203356237,0.250309277,0.297134423,0.386432562,1.000006922,40000,0,1,"db[37,17]"
"db[38,17]",0.250345331,0.069800603,0.113856563,0.203644972,0.250163553,0.297599053,0.387528653,1.000016982,40000,0,1,"db[38,17]"
"db[1,18]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,18]"
"db[2,18]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,18]"
"db[3,18]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,18]"
"db[4,18]",0.250273615,0.070059163,0.112694728,0.202558374,0.250153102,0.297291069,0.388034448,1.000001845,40000,0,1,"db[4,18]"
"db[5,18]",0.250524592,0.070098807,0.113138385,0.203290925,0.250329101,0.297785246,0.387451442,1.000047509,40000,0,1,"db[5,18]"
"db[6,18]",0.250610277,0.069927436,0.114010013,0.203230128,0.25052174,0.297671353,0.388351905,1.000149755,15679,0,1,"db[6,18]"
"db[7,18]",0.250119846,0.069860106,0.112875906,0.203452313,0.24948406,0.297238315,0.387955661,1.000178623,11617,0,1,"db[7,18]"
"db[8,18]",0.250863015,0.069372181,0.11458045,0.204454444,0.251035652,0.297263721,0.387372345,1.00001257,40000,0,1,"db[8,18]"
"db[9,18]",0.250496175,0.069934946,0.114149616,0.203290062,0.250062755,0.298049932,0.388144067,1.000006628,40000,0,1,"db[9,18]"
"db[10,18]",0.250426297,0.07009043,0.112996796,0.203020022,0.250369989,0.297541116,0.388571288,1.000104572,17174,0,1,"db[10,18]"
"db[11,18]",0.250014498,0.070045481,0.1126247,0.202774691,0.2499206,0.297562701,0.386686722,1.000054593,40000,0,1,"db[11,18]"
"db[12,18]",0.250129714,0.069843054,0.113664361,0.202767411,0.249947031,0.297889459,0.387137698,1.000021535,38791,0,1,"db[12,18]"
"db[13,18]",0.249959986,0.07041809,0.112412024,0.202350372,0.249720667,0.297493208,0.388234396,1.000228602,11288,0,1,"db[13,18]"
"db[14,18]",0.250506937,0.069933569,0.113597805,0.203460493,0.250563543,0.297371245,0.388021279,1.000068307,27523,0,1,"db[14,18]"
"db[15,18]",0.249789162,0.069838648,0.112554971,0.203034871,0.249690486,0.296834837,0.386229891,0.999976137,40000,0,1,"db[15,18]"
"db[16,18]",0.250478728,0.069975319,0.114195746,0.203346488,0.250293519,0.297309019,0.38785278,1.000084315,33839,0,1,"db[16,18]"
"db[17,18]",0.249898735,0.069472676,0.114021553,0.202859908,0.250152218,0.296583839,0.386724029,1.000050208,39013,0,1,"db[17,18]"
"db[18,18]",0.250259145,0.07020879,0.113203162,0.202851665,0.249768933,0.297172367,0.389064728,1.000025246,40000,0,1,"db[18,18]"
"db[19,18]",0.249700576,0.070072801,0.112104936,0.202483067,0.249619923,0.297206111,0.386984196,1.000067033,30384,0,1,"db[19,18]"
"db[20,18]",0.249700792,0.069938329,0.113060474,0.20265734,0.249659048,0.296549547,0.387035788,1.000025303,40000,0,1,"db[20,18]"
"db[21,18]",0.249549981,0.069798486,0.11285332,0.202440236,0.249044009,0.296591127,0.387467356,1.000034726,30522,0,1,"db[21,18]"
"db[22,18]",0.249999583,0.070540864,0.111678887,0.202135095,0.24982966,0.297932935,0.38888457,1.000045039,28146,0,1,"db[22,18]"
"db[23,18]",0.249578517,0.069478279,0.111492219,0.203136202,0.249654814,0.296641844,0.385971841,1.000067378,30348,0,1,"db[23,18]"
"db[24,18]",0.250021524,0.070007266,0.114466176,0.202472285,0.250035616,0.29775768,0.387860526,1.00010562,16457,0,1,"db[24,18]"
"db[25,18]",0.250113295,0.069791284,0.113331482,0.202867142,0.249720672,0.297367428,0.387073619,1.000007731,40000,0,1,"db[25,18]"
"db[26,18]",0.250352186,0.069738535,0.11343675,0.202882731,0.250148933,0.297452774,0.386707394,1.000079762,37989,0,1,"db[26,18]"
"db[27,18]",0.250198171,0.070168656,0.113572554,0.202712491,0.249905043,0.297859942,0.387674317,0.999954402,40000,0,1,"db[27,18]"
"db[28,18]",0.250088614,0.069893431,0.112136717,0.202801531,0.250201368,0.297135599,0.386784405,0.999987396,40000,0,1,"db[28,18]"
"db[29,18]",0.2493136,0.069828547,0.112523207,0.202678116,0.24929197,0.2963846,0.386612614,1.000025623,37234,0,1,"db[29,18]"
"db[30,18]",0.249844388,0.069994069,0.113036858,0.202328723,0.25003422,0.296836658,0.387472344,1.000108013,18001,0,1,"db[30,18]"
"db[31,18]",0.249920477,0.070188769,0.112304694,0.202382144,0.249372396,0.296717423,0.387289498,1.000023696,40000,0,1,"db[31,18]"
"db[32,18]",0.249746325,0.069838482,0.112425277,0.202699493,0.249681334,0.296770882,0.386558835,0.999988814,40000,0,1,"db[32,18]"
"db[33,18]",0.249792245,0.069631485,0.1130585,0.202952118,0.249495123,0.29713801,0.38712359,1.000002846,40000,0,1,"db[33,18]"
"db[34,18]",0.250116643,0.069481096,0.114512088,0.20303263,0.249864907,0.296851755,0.386860237,0.999976311,40000,0,1,"db[34,18]"
"db[35,18]",0.250437309,0.069820023,0.115225204,0.202691196,0.250140341,0.297803314,0.386864995,1.000040012,40000,0,1,"db[35,18]"
"db[36,18]",0.249739544,0.069418215,0.114714237,0.203110151,0.24942761,0.296403923,0.385840465,1.000015635,40000,0,1,"db[36,18]"
"db[37,18]",0.250485309,0.070032731,0.113471861,0.202677649,0.250330395,0.2977583,0.387602262,1.000004719,40000,0,1,"db[37,18]"
"db[38,18]",0.249952396,0.06980601,0.114060583,0.202988704,0.250028709,0.296825575,0.387037155,1.000042648,40000,0,1,"db[38,18]"
"db[1,19]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,19]"
"db[2,19]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,19]"
"db[3,19]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,19]"
"db[4,19]",0.25002634,0.06983072,0.113710108,0.202769032,0.249812703,0.296659859,0.387232707,1.000091507,17676,0,1,"db[4,19]"
"db[5,19]",0.250510431,0.06980527,0.114651689,0.203227664,0.250620853,0.297116896,0.388646225,0.999996096,40000,0,1,"db[5,19]"
"db[6,19]",0.249741474,0.06981167,0.111839999,0.202680228,0.249984147,0.29707728,0.385015089,0.999985965,40000,0,1,"db[6,19]"
"db[7,19]",0.249851992,0.070168124,0.113179824,0.202238254,0.249564892,0.297241445,0.386886689,1.000018356,40000,0,1,"db[7,19]"
