parm,mean,sd,lcl,25%,median,75%,ucl,Rhat,n.eff,overlap0,f,parm
"Ntot[26,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[26,10]"
"Ntot[27,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[27,10]"
"Ntot[28,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[28,10]"
"Ntot[29,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[29,10]"
"Ntot[30,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[30,10]"
"Ntot[31,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[31,10]"
"Ntot[32,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[32,10]"
"Ntot[33,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[33,10]"
"Ntot[34,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[34,10]"
"Ntot[35,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[35,10]"
"Ntot[36,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[36,10]"
"Ntot[37,10]",59.945725,5.813460599,49,56,60,64,72,1.000100418,27116,0,1,"Ntot[37,10]"
"Ntot[38,10]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,10]"
"Ntot[1,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[1,11]"
"Ntot[2,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[2,11]"
"Ntot[3,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[3,11]"
"Ntot[4,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[4,11]"
"Ntot[5,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[5,11]"
"Ntot[6,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[6,11]"
"Ntot[7,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[7,11]"
"Ntot[8,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[8,11]"
"Ntot[9,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[9,11]"
"Ntot[10,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[10,11]"
"Ntot[11,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[11,11]"
"Ntot[12,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[12,11]"
"Ntot[13,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[13,11]"
"Ntot[14,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[14,11]"
"Ntot[15,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[15,11]"
"Ntot[16,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[16,11]"
"Ntot[17,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[17,11]"
"Ntot[18,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[18,11]"
"Ntot[19,11]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,11]"
"Ntot[20,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[20,11]"
"Ntot[21,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[21,11]"
"Ntot[22,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[22,11]"
"Ntot[23,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[23,11]"
"Ntot[24,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[24,11]"
"Ntot[25,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[25,11]"
"Ntot[26,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[26,11]"
"Ntot[27,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[27,11]"
"Ntot[28,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[28,11]"
"Ntot[29,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[29,11]"
"Ntot[30,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[30,11]"
"Ntot[31,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[31,11]"
"Ntot[32,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[32,11]"
"Ntot[33,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[33,11]"
"Ntot[34,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[34,11]"
"Ntot[35,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[35,11]"
"Ntot[36,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[36,11]"
"Ntot[37,11]",45.2133,5.147481474,36,42,45,49,56,0.999989276,40000,0,1,"Ntot[37,11]"
"Ntot[38,11]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,11]"
"Ntot[1,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[1,12]"
"Ntot[2,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[2,12]"
"Ntot[3,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[3,12]"
"Ntot[4,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[4,12]"
"Ntot[5,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[5,12]"
"Ntot[6,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[6,12]"
"Ntot[7,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[7,12]"
"Ntot[8,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[8,12]"
"Ntot[9,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[9,12]"
"Ntot[10,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[10,12]"
"Ntot[11,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[11,12]"
"Ntot[12,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[12,12]"
"Ntot[13,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[13,12]"
"Ntot[14,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[14,12]"
"Ntot[15,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[15,12]"
"Ntot[16,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[16,12]"
"Ntot[17,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[17,12]"
"Ntot[18,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[18,12]"
"Ntot[19,12]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,12]"
"Ntot[20,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[20,12]"
"Ntot[21,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[21,12]"
"Ntot[22,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[22,12]"
"Ntot[23,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[23,12]"
"Ntot[24,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[24,12]"
"Ntot[25,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[25,12]"
"Ntot[26,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[26,12]"
"Ntot[27,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[27,12]"
"Ntot[28,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[28,12]"
"Ntot[29,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[29,12]"
"Ntot[30,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[30,12]"
"Ntot[31,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[31,12]"
"Ntot[32,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[32,12]"
"Ntot[33,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[33,12]"
"Ntot[34,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[34,12]"
"Ntot[35,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[35,12]"
"Ntot[36,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[36,12]"
"Ntot[37,12]",36.78515,4.569776969,28,34,37,40,46,1.000025439,37290,0,1,"Ntot[37,12]"
"Ntot[38,12]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,12]"
"Ntot[1,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[1,13]"
"Ntot[2,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[2,13]"
"Ntot[3,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[3,13]"
"Ntot[4,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[4,13]"
"Ntot[5,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[5,13]"
"Ntot[6,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[6,13]"
"Ntot[7,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[7,13]"
"Ntot[8,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[8,13]"
"Ntot[9,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[9,13]"
"Ntot[10,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[10,13]"
"Ntot[11,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[11,13]"
"Ntot[12,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[12,13]"
"Ntot[13,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[13,13]"
"Ntot[14,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[14,13]"
"Ntot[15,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[15,13]"
"Ntot[16,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[16,13]"
"Ntot[17,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[17,13]"
"Ntot[18,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[18,13]"
"Ntot[19,13]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,13]"
"Ntot[20,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[20,13]"
"Ntot[21,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[21,13]"
"Ntot[22,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[22,13]"
"Ntot[23,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[23,13]"
"Ntot[24,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[24,13]"
"Ntot[25,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[25,13]"
"Ntot[26,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[26,13]"
"Ntot[27,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[27,13]"
"Ntot[28,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[28,13]"
"Ntot[29,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[29,13]"
"Ntot[30,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[30,13]"
"Ntot[31,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[31,13]"
"Ntot[32,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[32,13]"
"Ntot[33,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[33,13]"
"Ntot[34,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[34,13]"
"Ntot[35,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[35,13]"
"Ntot[36,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[36,13]"
"Ntot[37,13]",29.742725,4.1429716,22,27,30,32,38,1.000006274,40000,0,1,"Ntot[37,13]"
"Ntot[38,13]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,13]"
"Ntot[1,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[1,14]"
"Ntot[2,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[2,14]"
"Ntot[3,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[3,14]"
"Ntot[4,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[4,14]"
"Ntot[5,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[5,14]"
"Ntot[6,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[6,14]"
"Ntot[7,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[7,14]"
"Ntot[8,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[8,14]"
"Ntot[9,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[9,14]"
"Ntot[10,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[10,14]"
"Ntot[11,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[11,14]"
"Ntot[12,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[12,14]"
"Ntot[13,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[13,14]"
"Ntot[14,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[14,14]"
"Ntot[15,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[15,14]"
"Ntot[16,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[16,14]"
"Ntot[17,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[17,14]"
"Ntot[18,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[18,14]"
"Ntot[19,14]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,14]"
"Ntot[20,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[20,14]"
"Ntot[21,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[21,14]"
"Ntot[22,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[22,14]"
"Ntot[23,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[23,14]"
"Ntot[24,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[24,14]"
"Ntot[25,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[25,14]"
"Ntot[26,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[26,14]"
"Ntot[27,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[27,14]"
"Ntot[28,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[28,14]"
"Ntot[29,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[29,14]"
"Ntot[30,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[30,14]"
"Ntot[31,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[31,14]"
"Ntot[32,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[32,14]"
"Ntot[33,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[33,14]"
"Ntot[34,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[34,14]"
"Ntot[35,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[35,14]"
"Ntot[36,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[36,14]"
"Ntot[37,14]",27.637775,3.815413737,21,25,27,30,36,1.000063479,40000,0,1,"Ntot[37,14]"
"Ntot[38,14]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,14]"
"Ntot[1,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[1,15]"
"Ntot[2,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[2,15]"
"Ntot[3,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[3,15]"
"Ntot[4,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[4,15]"
"Ntot[5,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[5,15]"
"Ntot[6,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[6,15]"
"Ntot[7,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[7,15]"
"Ntot[8,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[8,15]"
"Ntot[9,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[9,15]"
"Ntot[10,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[10,15]"
"Ntot[11,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[11,15]"
"Ntot[12,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[12,15]"
"Ntot[13,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[13,15]"
"Ntot[14,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[14,15]"
"Ntot[15,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[15,15]"
"Ntot[16,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[16,15]"
"Ntot[17,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[17,15]"
"Ntot[18,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[18,15]"
"Ntot[19,15]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,15]"
"Ntot[20,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[20,15]"
"Ntot[21,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[21,15]"
"Ntot[22,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[22,15]"
"Ntot[23,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[23,15]"
"Ntot[24,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[24,15]"
"Ntot[25,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[25,15]"
"Ntot[26,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[26,15]"
"Ntot[27,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[27,15]"
"Ntot[28,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[28,15]"
"Ntot[29,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[29,15]"
"Ntot[30,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[30,15]"
"Ntot[31,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[31,15]"
"Ntot[32,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[32,15]"
"Ntot[33,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[33,15]"
"Ntot[34,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[34,15]"
"Ntot[35,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[35,15]"
"Ntot[36,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[36,15]"
"Ntot[37,15]",26.599675,3.654401286,20,24,26,29,34,1.000034223,30140,0,1,"Ntot[37,15]"
"Ntot[38,15]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[38,15]"
"Ntot[1,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[1,16]"
"Ntot[2,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[2,16]"
"Ntot[3,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[3,16]"
"Ntot[4,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[4,16]"
"Ntot[5,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[5,16]"
"Ntot[6,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[6,16]"
"Ntot[7,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[7,16]"
"Ntot[8,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[8,16]"
"Ntot[9,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[9,16]"
"Ntot[10,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[10,16]"
"Ntot[11,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[11,16]"
"Ntot[12,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[12,16]"
"Ntot[13,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[13,16]"
"Ntot[14,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[14,16]"
"Ntot[15,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[15,16]"
"Ntot[16,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[16,16]"
"Ntot[17,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[17,16]"
"Ntot[18,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[18,16]"
"Ntot[19,16]",163.3560383,12.85140954,139.3153611,154.4566359,162.999798,171.8129869,189.6839904,0.999963144,40000,0,1,"Ntot[19,16]"
"Ntot[20,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[20,16]"
"Ntot[21,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[21,16]"
"Ntot[22,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[22,16]"
"Ntot[23,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[23,16]"
"Ntot[24,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[24,16]"
"Ntot[25,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[25,16]"
"Ntot[26,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[26,16]"
"Ntot[27,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[27,16]"
"Ntot[28,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[28,16]"
"Ntot[29,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[29,16]"
"Ntot[30,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[30,16]"
"Ntot[31,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[31,16]"
"Ntot[32,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[32,16]"
"Ntot[33,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[33,16]"
"Ntot[34,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[34,16]"
"Ntot[35,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[35,16]"
"Ntot[36,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[36,16]"
"Ntot[37,16]",25.6445,3.537581464,19,23,26,28,33,0.999975361,40000,0,1,"Ntot[37,16]"
