"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"db[31,3]",0.250080143678002,0.0697607662245495,0.11355500114019,0.202748788965549,0.250204220580673,0.29721521553601,0.38661380148876,1.00002301321489,38327,0,1,"db[31,3]"
"db[32,3]",0.250007709411083,0.0700474659015082,0.112463588939074,0.202721662277939,0.249883131404123,0.29725180755092,0.386772602670747,0.99997829821418,40000,0,1,"db[32,3]"
"db[33,3]",0.2502067286206,0.0698355628992273,0.11299967509809,0.203359861334396,0.250466482278272,0.297147874772461,0.386475167577705,1.00000158567071,40000,0,1,"db[33,3]"
"db[34,3]",0.249880820165154,0.0697394745234615,0.112220688785079,0.203240689935373,0.249964002401091,0.296749152163239,0.386022428261448,1.00002028635512,40000,0,1,"db[34,3]"
"db[35,3]",0.250108138054057,0.0695554023471573,0.114540760174585,0.203047344407864,0.249807960493235,0.297044599232696,0.386600183266524,1.00000458692006,40000,0,1,"db[35,3]"
"db[36,3]",0.250221963877934,0.0700589662337021,0.113025409755785,0.202770149299634,0.249809003551634,0.297880273359725,0.388187851132223,1.00007342708759,27837,0,1,"db[36,3]"
"db[37,3]",0.249733513358794,0.0696069940294016,0.113098752585484,0.203214421475948,0.249489855156011,0.296777157865498,0.386139410314868,1.00005827229187,30351,0,1,"db[37,3]"
"db[38,3]",0.250401110615363,0.070453045952861,0.11323156920909,0.202861881419834,0.250433959147442,0.297995153621764,0.389464391423398,1.00002264571726,40000,0,1,"db[38,3]"
"db[39,3]",0.249964156237687,0.0697059310512902,0.113924369778455,0.2032585600604,0.249957182171141,0.296378497930635,0.387249263119101,0.999974127746806,40000,0,1,"db[39,3]"
"db[40,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[40,3]"
"db[1,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,4]"
"db[2,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,4]"
"db[3,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,4]"
"db[4,4]",0.250141026755124,0.0698447713998486,0.11448259422812,0.202763817507983,0.250075172764523,0.297068321942197,0.386890625856246,0.999979906076195,40000,0,1,"db[4,4]"
"db[5,4]",0.250369677151955,0.0698281417847088,0.113936552771337,0.203090754913864,0.250162730500685,0.297909867641743,0.386441315875466,1.00000988053105,40000,0,1,"db[5,4]"
"db[6,4]",0.249707296188343,0.0696922065789511,0.113453652016201,0.20260492710975,0.250219368586843,0.296641270679707,0.386040504676759,1.00000732955821,40000,0,1,"db[6,4]"
"db[7,4]",0.250532407531564,0.0699789630133592,0.112470871151273,0.203383557258992,0.250953604248938,0.298257942918946,0.38627438749736,1.00003968417376,32325,0,1,"db[7,4]"
"db[8,4]",0.249938215651321,0.0696003473553164,0.114015678067819,0.203369642193112,0.250092570589674,0.296429379532222,0.386958456393423,1.0000791540243,20288,0,1,"db[8,4]"
"db[9,4]",0.249630132566065,0.0699906050247984,0.112422281933606,0.202006954737606,0.249667283340267,0.297447806150039,0.386038222734443,0.999995334029773,40000,0,1,"db[9,4]"
"db[10,4]",0.250167450555649,0.070145274057778,0.113434879928045,0.202931511094218,0.249606980523056,0.297380292253233,0.38819302918564,1.00000027907339,40000,0,1,"db[10,4]"
"db[11,4]",0.250789170178734,0.0697152006302876,0.115348298130433,0.20330598869245,0.250478950531767,0.297830818535658,0.388787275754825,0.999973305403677,40000,0,1,"db[11,4]"
"db[12,4]",0.250219275327367,0.0699190255067333,0.112620249714174,0.203121965676802,0.25060179018493,0.297339460810752,0.38724020683816,1.00003957115234,30686,0,1,"db[12,4]"
"db[13,4]",0.249604833836072,0.0702082832480605,0.112473060858758,0.202205214035684,0.249150777159083,0.297143001826771,0.387404397008459,1.00015460371103,13107,0,1,"db[13,4]"
"db[14,4]",0.250487097074208,0.0700646457966117,0.113576862788576,0.203259870998845,0.250024104828368,0.29817912652899,0.387283050730853,0.99997959982243,40000,0,1,"db[14,4]"
"db[15,4]",0.250598048449373,0.0702325398030173,0.112893934267404,0.203367357389138,0.250434136744455,0.297757286999802,0.388356962480892,1.00005210468799,40000,0,1,"db[15,4]"
"db[16,4]",0.250308382172708,0.0699693904897606,0.113530280668555,0.202642396361648,0.249990730464267,0.297549583528368,0.388853373676728,0.999965889883745,40000,0,1,"db[16,4]"
"db[17,4]",0.249500843964766,0.0696644579648168,0.111340179211996,0.20254611558247,0.249047844807485,0.296304729640017,0.387341896977594,1.00014518747661,13695,0,1,"db[17,4]"
"db[18,4]",0.250543133088233,0.0699152489523072,0.114369401072568,0.203102214951832,0.250743430706321,0.297545927152044,0.388040434941423,1.0000721810732,22653,0,1,"db[18,4]"
"db[19,4]",0.250101099693895,0.0701814505624223,0.112705493597039,0.202485463322607,0.250042282786458,0.297913407469752,0.387521401177409,1.00004786819339,30916,0,1,"db[19,4]"
"db[20,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[20,4]"
"db[21,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[21,4]"
"db[22,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[22,4]"
"db[23,4]",0,0,0,0,0,0,0,NA,1,1,1,"db[23,4]"
"db[24,4]",0.250249840965684,0.0697546763393138,0.112446185808923,0.203513300167502,0.250141948980754,0.297574020913516,0.38688107540392,1.00008675820251,34874,0,1,"db[24,4]"
"db[25,4]",0.250362821193959,0.0699688869833043,0.112808177888587,0.203028075818756,0.250386877070303,0.297230038671639,0.387787301255985,1.00003912439569,39733,0,1,"db[25,4]"
"db[26,4]",0.249676817049456,0.0701413213919974,0.111698720383633,0.202410249848202,0.250217877449294,0.296990393326734,0.38654469299936,1.00004603050874,35363,0,1,"db[26,4]"
"db[27,4]",0.249813399777436,0.0699207256716394,0.111974731765412,0.20223122153129,0.249960832958205,0.296973884831692,0.387269095221108,0.999963938150342,40000,0,1,"db[27,4]"
"db[28,4]",0.25010490635919,0.0696049810194391,0.111673290116834,0.203747093894328,0.250426406982925,0.296874575858342,0.386483716823887,1.00012570596188,15195,0,1,"db[28,4]"
"db[29,4]",0.249592664109068,0.0698177690772075,0.111939439660036,0.20267642451448,0.249627095885851,0.296194408239456,0.386457099480045,0.999960178788331,40000,0,1,"db[29,4]"
"db[30,4]",0.249959113649363,0.070054739011891,0.112093681121611,0.202533749363716,0.250311011417886,0.297473906787365,0.386955459110653,1.0000173247044,40000,0,1,"db[30,4]"
"db[31,4]",0.2498129844306,0.0700391130704306,0.111565297449885,0.202460227896451,0.250062630506635,0.296848554630127,0.387821660028198,0.999989743580444,40000,0,1,"db[31,4]"
"db[32,4]",0.249722840462103,0.0695473989809816,0.114131017522196,0.202524142369406,0.249243855899881,0.296391059038869,0.386305150813881,1.00006454968082,40000,0,1,"db[32,4]"
"db[33,4]",0.250015048191773,0.0703647613411095,0.112817732218071,0.202428710377535,0.249352672086161,0.297765679719348,0.388686608632452,1.00003327464686,30578,0,1,"db[33,4]"
"db[34,4]",0.249675983559789,0.0698833102678943,0.113765133900967,0.202138632653175,0.249967960215141,0.295983783248712,0.387299790008089,0.999993162002975,40000,0,1,"db[34,4]"
"db[35,4]",0.2493413436772,0.0695026960499854,0.112770385139141,0.202362270896575,0.248777200357285,0.29658888537017,0.384361385655636,1.00013456606201,16275,0,1,"db[35,4]"
