"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"db[10,2]",0.250520915635125,0.0697419911164235,0.113698846949247,0.203566681313493,0.251048400253927,0.297596089194837,0.387357873066991,0.999961073535143,40000,0,1,"db[10,2]"
"db[11,2]",0.249703234301149,0.0698071050481805,0.112604850045844,0.202676405618555,0.250391474072975,0.296740771661007,0.38620294656333,0.999964477863274,40000,0,1,"db[11,2]"
"db[12,2]",0.250543686083976,0.0696323887429086,0.113519988666393,0.203591946275987,0.250382749259637,0.2976698947474,0.386835409266095,0.999985078906303,40000,0,1,"db[12,2]"
"db[13,2]",0.250254623654179,0.069827948237076,0.113022442171264,0.202999103499385,0.25001182346872,0.297600564320232,0.385955928085573,0.999984349409577,40000,0,1,"db[13,2]"
"db[14,2]",0.249521815814661,0.0700211786299602,0.113017739974306,0.202120835270081,0.249516027783506,0.296810544595757,0.385970023991783,1.00002657069622,40000,0,1,"db[14,2]"
"db[15,2]",0.250160050435741,0.0701813512983311,0.112608638524712,0.202799338645825,0.250464718700016,0.297960700861933,0.386986568386906,1.00005242749605,26492,0,1,"db[15,2]"
"db[16,2]",0.250163084143339,0.069573831823312,0.113792115744804,0.202986249770219,0.250009550361393,0.297378089876694,0.386108911186672,0.999968657417413,40000,0,1,"db[16,2]"
"db[17,2]",0.250237654174758,0.0699004121766963,0.113562455982065,0.203212544979732,0.2502203658235,0.297741443297587,0.38546204986742,1.00000284485651,40000,0,1,"db[17,2]"
"db[18,2]",0.249451772442563,0.0696224295946114,0.113202318535082,0.202490447221347,0.249351038566507,0.296705978535563,0.386515447962673,1.00003174343526,40000,0,1,"db[18,2]"
"db[19,2]",0.250055138915064,0.0695327481161016,0.113990662201427,0.203198102810543,0.250271766636153,0.296939266660773,0.387389065923141,1.00007509009133,39917,0,1,"db[19,2]"
"db[20,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[20,2]"
"db[21,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[21,2]"
"db[22,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[22,2]"
"db[23,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[23,2]"
"db[24,2]",0.250132604253669,0.0700387511689193,0.110762295496499,0.203160864969224,0.250617363489924,0.29727547168479,0.386452743575081,0.999959464240841,40000,0,1,"db[24,2]"
"db[25,2]",0.250081507194561,0.0697848611993889,0.113391620991361,0.202563428870958,0.250085197712084,0.297724883457014,0.385845218986742,1.00002937116852,40000,0,1,"db[25,2]"
"db[26,2]",0.250204069293249,0.0697071025036522,0.1135299837339,0.203668704861471,0.25003743789619,0.297353665741879,0.386709321962583,1.00000333923846,40000,0,1,"db[26,2]"
"db[27,2]",0.250095435553997,0.0700098714501769,0.113016365244724,0.202471053133018,0.250138969056778,0.297330336774834,0.387931790254007,1.00000705750983,40000,0,1,"db[27,2]"
"db[28,2]",0.25007566978936,0.0700121618376417,0.112341060432029,0.20274769253056,0.250422723159012,0.297610564005575,0.386494327136652,1.0000127315564,40000,0,1,"db[28,2]"
"db[29,2]",0.250956528509473,0.0699325946238171,0.113154903052568,0.203782985741153,0.250841114958174,0.298177042828755,0.388125690709504,1.00007568077119,24227,0,1,"db[29,2]"
"db[30,2]",0.250323945089731,0.0695262133116927,0.114252006734824,0.203213493826699,0.250666162844521,0.297101308731908,0.386329350871798,1.00007351029164,23142,0,1,"db[30,2]"
"db[31,2]",0.249477614293754,0.0701975590646902,0.112065121247485,0.202153018938338,0.249967003474332,0.296560923373479,0.387157705529213,1.0002074706092,11544,0,1,"db[31,2]"
"db[32,2]",0.249678326272034,0.0704158227805266,0.11262420805945,0.202367797454422,0.249852177875382,0.29712303234143,0.387720339923552,0.999982350969042,40000,0,1,"db[32,2]"
"db[33,2]",0.249978403745587,0.0701290649816539,0.112315321970173,0.202331385150884,0.250201624772253,0.296847142983509,0.38771763790763,0.999979249338505,40000,0,1,"db[33,2]"
"db[34,2]",0.250378703536077,0.0696746052211018,0.114484854335774,0.202902095728732,0.25083682788137,0.297595854404699,0.387458170802823,0.999976834949501,40000,0,1,"db[34,2]"
"db[35,2]",0.250061910149996,0.0701879518365665,0.112488119770063,0.202948743020357,0.249880004169732,0.296956677427139,0.38798264292095,0.999984728405047,40000,0,1,"db[35,2]"
"db[36,2]",0.250455468385534,0.070053772448799,0.1129471527907,0.203374178823207,0.250712752627534,0.297695102565861,0.387137041180835,1.00001458596857,40000,0,1,"db[36,2]"
"db[37,2]",0.249606620117482,0.0698255104459581,0.112507724225346,0.202748402748403,0.248919654003981,0.296603637962859,0.387132791166309,1.00000412735747,40000,0,1,"db[37,2]"
"db[38,2]",0.250154920013968,0.0697565691696959,0.113496993205885,0.203234068163511,0.250071587720571,0.297060669586344,0.387174818778341,1.00002768957423,40000,0,1,"db[38,2]"
"db[39,2]",0.250690431874772,0.0697377724157835,0.113463383915994,0.203743690690564,0.250801370384155,0.297656522016135,0.387531576193945,0.999996171717459,40000,0,1,"db[39,2]"
"db[40,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[40,2]"
"db[41,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[41,2]"
"db[42,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[42,2]"
"db[43,2]",0,0,0,0,0,0,0,NA,1,1,1,"db[43,2]"
"db[44,2]",0.250348800900999,0.0699610867233916,0.114543357461614,0.203023054134431,0.249946355054353,0.297306899218989,0.388517660807604,1.00009505536011,19834,0,1,"db[44,2]"
"db[45,2]",0.24977331045451,0.0700879876519648,0.111879371291817,0.203122851648935,0.249527881959799,0.297446591852197,0.385731038506492,1.00010921910964,17025,0,1,"db[45,2]"
"db[46,2]",0.2501539182753,0.0699269172308931,0.113264797019822,0.203144024638394,0.250096844334347,0.297407495989046,0.388021647600468,0.999989209279663,40000,0,1,"db[46,2]"
"db[47,2]",0.250271595184546,0.0696171573390574,0.113755639203695,0.203299711199576,0.249901541753849,0.297246857566232,0.388109683339676,1.00001612734421,40000,0,1,"db[47,2]"
"db[48,2]",0.249762306759941,0.0698502929958517,0.112389577498406,0.202997342607959,0.249320472195411,0.297020019025975,0.38672213353191,1.00003276138792,33917,0,1,"db[48,2]"
"db[49,2]",0.249940618869299,0.0701144597290582,0.112410662217498,0.202527394047987,0.250097303246536,0.297176218119619,0.387030959789987,0.999988223928824,40000,0,1,"db[49,2]"
"db[50,2]",0.250328604409847,0.069983674915396,0.113337379380382,0.20302981684289,0.250765241792912,0.297573235461998,0.387314030719557,1.0000506292016,40000,0,1,"db[50,2]"
