"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"phi.ad",0.434801767302217,0.0840633183096887,0.299309292939682,0.367496557436929,0.429237191983818,0.496204843531747,0.60470759004198,1.00305562037994,946,0,1,"phi.ad"
"mean.p[1]",0.779522638486136,0.119078703917426,0.516990690364346,0.70160060472276,0.793335896449959,0.871927468452081,0.964781951234986,1.00018543825642,16549,0,1,"mean.p[1]"
"mean.p[2]",0.286763426374366,0.143811331125365,0.090668794382273,0.183763923863778,0.259186470608414,0.358697238150699,0.651748359181142,1.00156457967401,2047,0,1,"mean.p[2]"
"mphi[1]",0.325406406763921,0.0610730538784964,0.205615095687382,0.281273503405696,0.328302809146424,0.371324571543467,0.433896336259108,1.00328683887816,838,0,1,"mphi[1]"
"mphi[2]",0.281385475544933,0.0895691571388014,0.12714206630086,0.216907901076929,0.274205384742995,0.338247056165925,0.474380616150715,1.00012573238187,19482,0,1,"mphi[2]"
"mfec1",3.14674279382342,0.159316512577057,2.83836091546767,3.03908927966692,3.14675199800388,3.25442228542728,3.46016939323631,1.00004134052487,30545,0,1,"mfec1"
"mfec2",2.74861413248121,0.20105686486156,2.35177532953164,2.61380036675841,2.74883617552026,2.88472861783651,3.14143247635579,0.999985254613789,40000,0,1,"mfec2"
"mean.lambda",0.836292421413022,0.084163324282098,0.785201097387697,0.833329252437641,0.846444902158237,0.856821718673813,0.87454722740148,1.00127842298485,26883,0,1,"mean.lambda"
"prop.males",0.560196027855314,0.00987758167283516,0.540908930928142,0.55351537018886,0.56011528074858,0.566855852372251,0.579551824835541,1.0000325967164,33810,0,1,"prop.males"
"db[1,1]",0,0,0,0,0,0,0,NA,1,1,1,"db[1,1]"
"db[2,1]",0,0,0,0,0,0,0,NA,1,1,1,"db[2,1]"
"db[3,1]",0,0,0,0,0,0,0,NA,1,1,1,"db[3,1]"
"db[4,1]",0.24992377975955,0.0697498500605136,0.113956673683512,0.203048409073662,0.250021032855873,0.296734173297478,0.387118195549928,1.00002961348915,40000,0,1,"db[4,1]"
"db[5,1]",0.249673030947325,0.0700232702917122,0.111976176186011,0.202386048079259,0.249953504234437,0.296931164712039,0.387036260168257,1.00005384341143,26202,0,1,"db[5,1]"
"db[6,1]",0.250326892215188,0.0699433562986952,0.114313917581864,0.203552921304309,0.25003804699573,0.29728637081464,0.38918168311783,0.999973622685572,40000,0,1,"db[6,1]"
"db[7,1]",0.24989876811963,0.0697994419245249,0.111631776360821,0.202990905772919,0.250114640046876,0.29724177836336,0.386035658391605,0.999992556551361,40000,0,1,"db[7,1]"
"db[8,1]",0.249964412762327,0.0699829724173882,0.112678165867898,0.202869752745311,0.250220892258287,0.296850154081445,0.387648031930254,0.999981061536423,40000,0,1,"db[8,1]"
