"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"Ntot[6,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[6,3]"
"Ntot[7,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[7,3]"
"Ntot[8,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[8,3]"
"Ntot[9,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[9,3]"
"Ntot[10,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[10,3]"
"Ntot[11,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[11,3]"
"Ntot[12,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[12,3]"
"Ntot[13,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[13,3]"
"Ntot[14,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[14,3]"
"Ntot[15,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[15,3]"
"Ntot[16,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[16,3]"
"Ntot[17,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[17,3]"
"Ntot[18,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[18,3]"
"Ntot[19,3]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[19,3]"
"Ntot[20,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[20,3]"
"Ntot[21,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[21,3]"
"Ntot[22,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[22,3]"
"Ntot[23,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[23,3]"
"Ntot[24,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[24,3]"
"Ntot[25,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[25,3]"
"Ntot[26,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[26,3]"
"Ntot[27,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[27,3]"
"Ntot[28,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[28,3]"
"Ntot[29,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[29,3]"
"Ntot[30,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[30,3]"
"Ntot[31,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[31,3]"
"Ntot[32,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[32,3]"
"Ntot[33,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[33,3]"
"Ntot[34,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[34,3]"
"Ntot[35,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[35,3]"
"Ntot[36,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[36,3]"
"Ntot[37,3]",133.099225,8.8521826928637,116,127,133,139,151,1.00001463507043,40000,0,1,"Ntot[37,3]"
"Ntot[38,3]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[38,3]"
"Ntot[1,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[1,4]"
"Ntot[2,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[2,4]"
"Ntot[3,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[3,4]"
"Ntot[4,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[4,4]"
"Ntot[5,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[5,4]"
"Ntot[6,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[6,4]"
"Ntot[7,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[7,4]"
"Ntot[8,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[8,4]"
"Ntot[9,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[9,4]"
"Ntot[10,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[10,4]"
"Ntot[11,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[11,4]"
"Ntot[12,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[12,4]"
"Ntot[13,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[13,4]"
"Ntot[14,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[14,4]"
"Ntot[15,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[15,4]"
"Ntot[16,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[16,4]"
"Ntot[17,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[17,4]"
"Ntot[18,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[18,4]"
"Ntot[19,4]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[19,4]"
"Ntot[20,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[20,4]"
"Ntot[21,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[21,4]"
"Ntot[22,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[22,4]"
"Ntot[23,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[23,4]"
"Ntot[24,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[24,4]"
"Ntot[25,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[25,4]"
"Ntot[26,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[26,4]"
"Ntot[27,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[27,4]"
"Ntot[28,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[28,4]"
"Ntot[29,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[29,4]"
"Ntot[30,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[30,4]"
"Ntot[31,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[31,4]"
"Ntot[32,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[32,4]"
"Ntot[33,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[33,4]"
"Ntot[34,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[34,4]"
"Ntot[35,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[35,4]"
"Ntot[36,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[36,4]"
"Ntot[37,4]",124.0758,8.28301391813325,108,118,124,130,141,0.99999742566963,40000,0,1,"Ntot[37,4]"
"Ntot[38,4]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[38,4]"
"Ntot[1,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[1,5]"
"Ntot[2,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[2,5]"
"Ntot[3,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[3,5]"
"Ntot[4,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[4,5]"
"Ntot[5,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[5,5]"
"Ntot[6,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[6,5]"
"Ntot[7,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[7,5]"
"Ntot[8,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[8,5]"
"Ntot[9,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[9,5]"
"Ntot[10,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[10,5]"
"Ntot[11,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[11,5]"
"Ntot[12,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[12,5]"
"Ntot[13,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[13,5]"
"Ntot[14,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[14,5]"
"Ntot[15,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[15,5]"
"Ntot[16,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[16,5]"
"Ntot[17,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[17,5]"
"Ntot[18,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[18,5]"
"Ntot[19,5]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[19,5]"
"Ntot[20,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[20,5]"
"Ntot[21,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[21,5]"
"Ntot[22,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[22,5]"
"Ntot[23,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[23,5]"
"Ntot[24,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[24,5]"
"Ntot[25,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[25,5]"
"Ntot[26,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[26,5]"
"Ntot[27,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[27,5]"
"Ntot[28,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[28,5]"
"Ntot[29,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[29,5]"
"Ntot[30,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[30,5]"
"Ntot[31,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[31,5]"
"Ntot[32,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[32,5]"
"Ntot[33,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[33,5]"
"Ntot[34,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[34,5]"
"Ntot[35,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[35,5]"
"Ntot[36,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[36,5]"
"Ntot[37,5]",115.35465,7.96872705598406,100,110,115,121,131.025000000001,1.00001712022132,40000,0,1,"Ntot[37,5]"
"Ntot[38,5]",163.831939264467,12.8900147931,139.753705782106,154.916161358798,163.483791751582,172.352132713503,189.901026914603,1.00002420927716,40000,0,1,"Ntot[38,5]"
"Ntot[1,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[1,6]"
"Ntot[2,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[2,6]"
"Ntot[3,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[3,6]"
"Ntot[4,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[4,6]"
"Ntot[5,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[5,6]"
"Ntot[6,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[6,6]"
"Ntot[7,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[7,6]"
"Ntot[8,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[8,6]"
"Ntot[9,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[9,6]"
"Ntot[10,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[10,6]"
"Ntot[11,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[11,6]"
"Ntot[12,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[12,6]"
"Ntot[13,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[13,6]"
"Ntot[14,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[14,6]"
"Ntot[15,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[15,6]"
"Ntot[16,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[16,6]"
"Ntot[17,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[17,6]"
"Ntot[18,6]",106.24905,7.62594439877445,92,101,106,111,122,0.999960439238032,40000,0,1,"Ntot[18,6]"
